acc	pais	bioproject	anio	st	cc258	kpc	ndm	carb
GCA_047565655.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047565715.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047565635.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047565575.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047565615.1	Chile	PRJNA962904	2018	45	no	no	no	no
GCA_047565585.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047565545.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047565445.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047565515.1	Chile	PRJNA962904	2018	348	no	no	no	no
GCA_047565435.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047565455.1	Chile	PRJNA962904	2019	-	no	no	no	no
GCA_047565355.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047565315.1	Chile	PRJNA962904	2019	1906	no	no	no	no
GCA_047565335.1	Chile	PRJNA962904	2019	1906	no	no	no	no
GCA_047565175.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047565155.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047565075.1	Chile	PRJNA962904	2018	25	no	no	no	no
GCA_047565035.1	Chile	PRJNA962904	2019	-	no	no	no	no
GCA_047564955.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047564875.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047564695.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047564715.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047564675.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047564595.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047564615.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047564635.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047564655.1	Chile	PRJNA962904	2019	-	no	no	no	no
GCA_047564575.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047564475.1	Chile	PRJNA962904	2018	45	no	no	no	no
GCA_047564555.1	Chile	PRJNA962904	2018	45	no	no	no	no
GCA_047540185.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047564485.1	Chile	PRJNA962904	2019	-	no	no	no	no
GCA_047564535.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047564395.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047564425.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047564385.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047564375.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047564335.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047564305.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047564275.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047564235.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047564195.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047564205.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047564115.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047564075.1	Chile	PRJNA962904	2019	-	no	no	no	no
GCA_047564095.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047564085.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047564105.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047564055.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047564005.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563955.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563975.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563935.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563875.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563915.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047540145.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563835.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563855.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563815.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047563795.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563775.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047563755.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047563695.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047563715.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563675.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563735.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563655.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563615.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563635.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563575.1	Chile	PRJNA962904	2019	17	no	no	no	no
GCA_047563595.1	Chile	PRJNA962904	2019	15	no	no	no	no
GCA_047563555.1	Chile	PRJNA962904	2019	15	no	no	no	no
GCA_047563485.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047563475.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563535.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047563215.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047563235.1	Chile	PRJNA962904	2018	11	si	no	no	no
GCA_047563405.1	Chile	PRJNA962904	2019	-	no	no	no	no
GCA_047563355.1	Chile	PRJNA962904	2019	-	no	no	no	no
GCA_047563415.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047563395.1	Chile	PRJNA962904	2018	45	no	no	no	no
GCA_047563375.1	Chile	PRJNA962904	2019	6857	no	no	no	no
GCA_047563335.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047563315.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047563255.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047563265.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047563295.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047563195.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047563175.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047563095.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047563135.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047563155.1	Chile	PRJNA962904	2019	11	si	no	no	no
GCA_047563115.1	Chile	PRJNA962904	2018	25	no	no	no	no
GCA_047563075.1	Chile	PRJNA962904	2019	45	no	no	no	no
GCA_047563055.1	Chile	PRJNA962904	2018	-	no	no	no	no
GCA_047658795.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047562975.1	Chile	PRJNA962904	2019	25	no	no	no	no
GCA_047612755.1	Argentina	PRJNA1202099	2015	25	no	si	no	si
GCA_047612785.1	Argentina	PRJNA1202099	2017	25	no	si	no	si
GCA_047687995.1	Uruguay	PRJNA1086395	2023	307	no	no	no	no
GCA_047688035.1	Uruguay	PRJNA1086395	2023	307	no	no	no	no
GCA_047688045.1	Uruguay	PRJNA1086395	2023	307	no	no	no	no
GCA_047804805.1	Chile	PRJNA962904	2020	-	no	no	no	no
GCA_047804745.1	Chile	PRJNA962904	2020	11	si	no	no	no
GCA_047804705.1	Chile	PRJNA962904	2020	219	no	no	no	no
GCA_047804885.1	Chile	PRJNA962904	2020	11	si	no	no	no
GCA_047803925.1	Chile	PRJNA962904	2020	-	no	no	no	no
GCA_047804465.1	Chile	PRJNA962904	2020	12	no	no	no	no
GCA_047803895.1	Chile	PRJNA962904	2020	-	no	no	no	no
GCA_047804565.1	Chile	PRJNA962904	2020	6859	no	no	no	no
GCA_047803825.1	Chile	PRJNA962904	2020	-	no	no	no	no
GCA_047803785.1	Chile	PRJNA962904	2020	4719	no	no	no	no
GCA_047804445.1	Chile	PRJNA962904	2020	11	si	no	no	no
GCA_047804425.1	Chile	PRJNA962904	2020	151	no	no	no	no
GCA_047804385.1	Chile	PRJNA962904	2020	11	si	no	no	no
GCA_047804365.1	Chile	PRJNA962904	2020	11	si	no	no	no
GCA_048021265.1	Chile	PRJNA962904	2020	11	si	no	no	no
GCA_047805025.1	Chile	PRJNA962904	2020	11	si	no	no	no
GCA_048020895.1	Chile	PRJNA962904	2020	11	si	no	no	no
GCA_048020855.1	Chile	PRJNA962904	2020	11	si	no	no	no
GCA_047804325.1	Chile	PRJNA962904	2020	11	si	no	no	no
GCA_048020835.1	Chile	PRJNA962904	2020	-	no	no	no	no
GCA_047803665.1	Chile	PRJNA962904	2020	-	no	no	no	no
GCA_047803565.1	Chile	PRJNA962904	2020	-	no	no	no	no
GCA_047803285.1	Chile	PRJNA962904	2020	35	no	no	no	no
GCA_047803215.1	Chile	PRJNA962904	2020	528	no	no	no	no
GCA_047805145.1	Chile	PRJNA962904	2020	-	no	no	no	no
GCA_047889375.1	Peru	PRJNA1168566	2019	882	no	no	no	no
GCA_047889315.1	Peru	PRJNA1168566	2019	881	no	no	no	no
GCA_047897355.1	Peru	PRJNA1168566	2019	15	no	no	no	no
GCA_047889035.1	Peru	PRJNA1168566	2019	15	no	no	no	no
GCA_047888995.1	Peru	PRJNA1168566	2019	15	no	no	no	no
GCA_047889135.1	Peru	PRJNA1168566	2019	15	no	no	no	no
GCA_047889015.1	Peru	PRJNA1168566	2018	667	no	no	no	no
GCA_047887495.1	Peru	PRJNA1168566	2019	1401	no	no	no	no
GCA_047888775.1	Peru	PRJNA1168566	2019	1271	no	no	no	no
GCA_047888755.1	Peru	PRJNA1168566	2019	25	no	no	no	no
GCA_047887395.1	Peru	PRJNA1168566	2019	1537	no	no	no	no
GCA_047887315.1	Peru	PRJNA1168566	2019	1537	no	no	no	no
GCA_048550755.1	Brazil	PRJNA1229583	2020	309	no	no	no	no
GCA_048550775.1	Brazil	PRJNA1229583	2020	5947	no	no	no	no
GCA_048550795.1	Brazil	PRJNA1229583	2020	606	no	no	no	no
GCA_048550835.1	Brazil	PRJNA1229583	2020	940	no	no	no	no
GCA_048550855.1	Brazil	PRJNA1229583	2020	29	no	no	no	no
GCA_048550875.1	Brazil	PRJNA1229583	2020	983	no	no	no	no
GCA_048550895.1	Brazil	PRJNA1229583	2020	661	no	no	no	no
GCA_048550915.1	Brazil	PRJNA1229583	2020	54	no	no	no	no
GCA_048550955.1	Brazil	PRJNA1229583	2020	6646	no	no	no	no
GCA_048550975.1	Brazil	PRJNA1229583	2020	101	no	no	no	no
GCA_048550995.1	Brazil	PRJNA1229583	2020	147	no	no	no	no
GCA_048551015.1	Brazil	PRJNA1229583	2020	20	no	no	no	no
GCA_048551075.1	Brazil	PRJNA1229583	2020	495	no	no	no	no
GCA_048551195.1	Brazil	PRJNA1229583	2020	882	no	no	no	no
GCA_048551355.1	Brazil	PRJNA1229583	2020	147	no	no	no	no
GCA_048565745.1	Peru	PRJNA1232636	2022	307	no	no	no	no
GCA_048970035.1	Brazil	PRJNA1077801	2020	11	si	si	no	si
GCA_048970115.1	Brazil	PRJNA1077801	2019	34	no	no	no	no
GCA_048970135.1	Brazil	PRJNA1077801	2019	11	si	si	no	si
GCA_048970195.1	Brazil	PRJNA1077801	2019	437	si	si	no	si
GCA_048970235.1	Brazil	PRJNA1077801	2019	437	si	si	no	si
GCA_048970255.1	Brazil	PRJNA1077801	2019	3680	no	no	no	no
GCA_048970295.1	Brazil	PRJNA1077801	2019	2648	no	no	no	no
GCA_048970335.1	Brazil	PRJNA1077801	2019	1441	no	no	no	no
GCA_058642735.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049360975.2	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049356955.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_058642615.1	Chile	PRJNA962904	2022	307	no	no	si	si
GCA_049366285.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049359795.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049366195.1	Chile	PRJNA962904	2022	307	no	no	no	no
GCA_049390805.1	Chile	PRJNA962904	2022	307	no	no	no	no
GCA_049359755.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049371695.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049390685.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049390665.1	Chile	PRJNA962904	2022	-	no	no	no	no
GCA_049378725.1	Chile	PRJNA962904	2022	25	no	no	si	si
GCA_049380205.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049356895.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049356135.1	Chile	PRJNA962904	2022	48	no	no	no	no
GCA_049359695.1	Chile	PRJNA962904	2022	48	no	no	no	no
GCA_049362915.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049372095.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049362875.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049356875.1	Chile	PRJNA962904	2022	45	no	no	si	si
GCA_049371685.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049359655.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049362865.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049362855.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049382055.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049360355.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049359555.1	Chile	PRJNA962904	2022	-	no	no	no	no
GCA_049362835.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049362745.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049359515.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049390485.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049380085.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049359475.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049359495.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049359455.1	Chile	PRJNA962904	2022	13	no	no	no	no
GCA_049362775.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049371555.1	Chile	PRJNA962904	2023	48	no	no	no	no
GCA_049359355.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049360955.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049391565.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049378405.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049380015.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049371455.2	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_049390105.2	Chile	PRJNA962904	2023	348	no	no	no	no
GCA_057205655.1	Chile	PRJNA962904	2023	348	no	no	no	no
GCA_049362715.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_057205275.1	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_057187565.1	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_057205705.1	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_049358015.1	Chile	PRJNA962904	2022	11	si	si	no	si
GCA_057208565.1	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_057205445.1	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_049390065.1	Chile	PRJNA962904	2023	45	no	no	no	no
GCA_057187185.1	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_049358895.2	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_049357895.2	Chile	PRJNA962904	2023	469	no	no	no	no
GCA_058639865.1	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_057187205.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_058642775.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_057208765.1	Chile	PRJNA962904	2023	307	no	no	si	si
GCA_049357855.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_058641995.1	Chile	PRJNA962904	2022	307	no	no	no	no
GCA_057187585.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_058639585.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049390025.2	Chile	PRJNA962904	2022	11	si	si	no	si
GCA_057187305.1	Chile	PRJNA962904	2022	11	si	si	no	si
GCA_057204765.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_057188225.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_057205165.1	Chile	PRJNA962904	2022	13	no	no	no	no
GCA_049360935.2	Chile	PRJNA962904	2022	13	no	no	no	no
GCA_058639935.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_057187345.1	Chile	PRJNA962904	2022	307	no	no	no	no
GCA_057198465.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049357815.2	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049365935.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049359315.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049389825.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049371435.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049358835.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049362635.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049358795.1	Chile	PRJNA962904	2022	45	no	no	si	si
GCA_049358765.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049358755.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049365855.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049358735.1	Chile	PRJNA962904	2022	11	si	si	no	si
GCA_049371375.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049360895.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049357775.1	Chile	PRJNA962904	2022	273	no	no	no	no
GCA_049389685.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049379885.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049389665.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049357735.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049356065.1	Chile	PRJNA962904	2022	13	no	no	no	no
GCA_057187385.1	Chile	PRJNA962904	2022	13	no	no	no	no
GCA_049371315.1	Chile	PRJNA962904	2022	45	no	no	si	si
GCA_049361935.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049365635.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049377945.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049358715.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049358675.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049389545.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049361915.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049370215.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049358655.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049357635.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049361895.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049357605.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049381665.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049389425.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049389385.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049358595.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049365645.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049381485.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049358555.1	Chile	PRJNA962904	2023	1161	no	si	no	si
GCA_049360195.1	Chile	PRJNA962904	2022	268	no	no	no	no
GCA_049389265.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049357515.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049358515.1	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_049358535.1	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_049355995.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049359195.2	Chile	PRJNA962904	2022	348	no	no	no	no
GCA_057188405.1	Chile	PRJNA962904	2022	348	no	no	no	no
GCA_057244605.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_058641215.1	Chile	PRJNA962904	2022	348	no	no	no	no
GCA_049365615.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049355695.1	Chile	PRJNA962904	2022	11	si	no	si	si
GCA_049360175.1	Chile	PRJNA962904	2022	-	no	no	no	no
GCA_049358495.1	Chile	PRJNA962904	2022	25	no	no	si	si
GCA_049365515.1	Chile	PRJNA962904	2022	25	no	no	si	si
GCA_049357485.1	Chile	PRJNA962904	2022	25	no	no	si	si
GCA_049381365.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049370075.1	Chile	PRJNA962904	2022	11	si	no	si	si
GCA_049370005.1	Chile	PRJNA962904	2022	11	si	no	si	si
GCA_049389105.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049389065.1	Chile	PRJNA962904	2022	11	si	no	si	si
GCA_049362575.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049360855.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049389045.1	Chile	PRJNA962904	2022	11	si	no	si	si
GCA_049356675.1	Chile	PRJNA962904	2022	11	si	no	si	si
GCA_049388985.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049389005.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049377645.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049356615.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049358415.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049369885.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049388925.1	Chile	PRJNA962904	2022	151	no	no	no	no
GCA_049365415.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049377625.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049365315.1	Chile	PRJNA962904	2022	-	no	no	no	no
GCA_049359155.1	Chile	PRJNA962904	2022	-	no	no	no	no
GCA_049369835.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049360835.1	Chile	PRJNA962904	2022	1774	no	no	no	no
GCA_057188485.1	Chile	PRJNA962904	2022	11	si	no	no	no
GCA_049359135.1	Chile	PRJNA962904	2022	25	no	no	si	si
GCA_049358395.1	Chile	PRJNA962904	2022	-	no	no	no	no
GCA_049360815.1	Chile	PRJNA962904	2022	11	si	no	si	si
GCA_049362515.1	Chile	PRJNA962904	2022	-	no	no	no	no
GCA_049377485.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049358435.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049388865.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049377445.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049358275.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049358295.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049357295.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049361755.1	Chile	PRJNA962904	2022	11	si	no	si	si
GCA_049357315.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049388785.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049381205.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049361715.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049358285.1	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_049379825.1	Chile	PRJNA962904	2023	17	no	no	no	no
GCA_049357215.1	Chile	PRJNA962904	2023	-	no	no	no	no
GCA_049357195.1	Chile	PRJNA962904	2022	307	no	no	no	no
GCA_049377205.2	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_057193285.1	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_057205265.1	Chile	PRJNA962904	2023	200	no	no	si	si
GCA_049377245.2	Chile	PRJNA962904	2023	348	no	no	no	no
GCA_049388645.2	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_049369495.2	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_049358225.2	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_057205465.1	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_049365195.2	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_049365395.2	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_057188325.1	Chile	PRJNA962904	2023	11	si	si	no	si
GCA_049360115.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049388625.2	Chile	PRJNA962904	2023	11	si	si	no	si
GCA_058642695.1	Chile	PRJNA962904	2023	11	si	si	no	si
GCA_049388725.2	Chile	PRJNA962904	2023	11	si	si	no	si
GCA_057208665.1	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_058642055.1	Chile	PRJNA962904	2022	307	no	no	no	no
GCA_049355915.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_058639555.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_057188705.1	Chile	PRJNA962904	2022	348	no	no	no	no
GCA_058642745.1	Chile	PRJNA962904	2022	348	no	no	no	no
GCA_057188185.1	Chile	PRJNA962904	2022	2278	no	si	no	si
GCA_049361665.2	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_057188425.1	Chile	PRJNA962904	2022	307	no	no	no	no
GCA_058639535.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_057534085.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_058450615.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_058642815.1	Chile	PRJNA962904	2022	307	no	no	no	no
GCA_049356455.2	Chile	PRJNA962904	2022	307	no	no	no	no
GCA_058642575.1	Chile	PRJNA962904	2022	307	no	no	si	si
GCA_049388545.1	Chile	PRJNA962904	2023	45	no	no	no	no
GCA_057205825.1	Chile	PRJNA962904	2023	45	no	no	no	no
GCA_049388485.2	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_049355845.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049381065.2	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_057205545.1	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_057208785.1	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_049388505.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_057187685.1	Chile	PRJNA962904	2023	307	no	no	si	si
GCA_049388405.2	Chile	PRJNA962904	2023	20	no	no	no	no
GCA_057188445.1	Chile	PRJNA962904	2023	14	no	no	no	no
GCA_049358105.1	Chile	PRJNA962904	2022	15	no	no	si	si
GCA_049361635.2	Chile	PRJNA962904	2023	25	no	no	no	no
GCA_058642715.1	Chile	PRJNA962904	2022	348	no	no	no	no
GCA_057188385.1	Chile	PRJNA962904	2022	11	si	no	si	si
GCA_058642095.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_058642835.1	Chile	PRJNA962904	2022	45	no	no	no	no
GCA_049358035.2	Chile	PRJNA962904	2022	307	no	no	no	no
GCA_049361615.2	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_049387905.2	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_057187445.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_058641825.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_049357035.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_058639985.1	Chile	PRJNA962904	2022	14	no	no	no	no
GCA_057188125.1	Chile	PRJNA962904	2022	348	no	no	no	no
GCA_057187705.1	Chile	PRJNA962904	2022	348	no	no	no	no
GCA_057188565.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_057188235.1	Chile	PRJNA962904	2022	25	no	no	no	no
GCA_057189965.1	Chile	PRJNA962904	2022	11	si	si	no	si
