accesion	tipo_registro	bioproject	biosample	pais	ciudad	anio	fecha_colecta	fuente_aislamiento	tipo_aislamiento	hospedero	colector	plataforma	n_contigs	longitud_total	st_pasteur	st_oxford	kl	ocl	carbapenemasa_adquirida	genes_carbapenemasa	tipos_rep_apt	oxa72_contexto
GCA_015537755.1	ensamblado_publico	PRJNA613847	SAMN14911863	Brasil	Piracicaba	2016	2016	blood	clinical	Homo sapiens	Instituto Adolfo Lutz		81	3841101	1	-	KL18	OCL1	si	blaOXA-23	r3-T1	
GCA_015537765.1	ensamblado_publico	PRJNA613847	SAMN14911860	Brasil	Assis	2016	2016	tracheal secretion	clinical	Homo sapiens	Instituto Adolfo Lutz		84	3924012	163	235	KL19	OCL1	si	blaOXA-23	r3-T13	
GCA_015537775.1	ensamblado_publico	PRJNA613847	SAMN14911861	Brasil	Sao Paulo	2016	2016	urine	clinical	Homo sapiens	Instituto Adolfo Lutz		142	4062311	15	225	KL3	OCL7	si	blaOXA-23	r3-T13,r3-T14,r3-T3	
GCA_015537825.1	ensamblado_publico	PRJNA613847	SAMN14911859	Brasil	Sorocaba	2017	2017	cerebrospinal fluid	clinical	Homo sapiens	Instituto Adolfo Lutz		124	4307097	25	690	KL22	OCL10	si	blaOXA-23	r3-T1	
GCA_015537845.1	ensamblado_publico	PRJNA613847	SAMN14911858	Brasil	Presidente Prudente	2016	2016	urine	clinical	Homo sapiens	Instituto Adolfo Lutz		519	4334886	730	-	KL22	OCL10	si	blaOXA-23	r3-T1,r3-T13,rP-T1	
GCA_015537855.1	ensamblado_publico	PRJNA613847	SAMN14911857	Brasil	Rio Claro	2016	2016	cerebrospinal fluid	clinical	Homo sapiens	Instituto Adolfo Lutz		181	4055760	15	225	KL22	OCL7	si	blaOXA-23	r3-T1,r3-T13,r3-T3	
GCA_015537865.1	ensamblado_publico	PRJNA613847	SAMN14911856	Brasil	Presidente Prudente	2016	2016	tracheal secretion	clinical	Homo sapiens	Instituto Adolfo Lutz		92	3856713	1	-	KL18	OCL1	si	blaOXA-23	r3-T1	
GCA_015537905.1	ensamblado_publico	PRJNA613847	SAMN14911855	Brasil	Presidente Prudente	2016	2016	tracheal secretion	clinical	Homo sapiens	Instituto Adolfo Lutz		95	3884167	1	-	KL18	OCL1	si	blaOXA-23	r3-T1	
GCA_015537915.1	ensamblado_publico	PRJNA613847	SAMN14911854	Brasil	Sao Paulo	2016	2016	blood	clinical	Homo sapiens	Instituto Adolfo Lutz		85	3894058	1	-	KL18	OCL1	si	blaOXA-23	r3-T1	
GCA_015537945.1	ensamblado_publico	PRJNA613847	SAMN14911853	Brasil	Sao Paulo	2016	2016	Surgical wound	clinical	Homo sapiens	Instituto Adolfo Lutz		71	3837670	1	-	KL18	OCL1	si	blaOXA-23	r3-T1	
GCA_015537965.1	ensamblado_publico	PRJNA613847	SAMN14911852	Brasil	Botucatu	2013	2013	blood	clinical	Homo sapiens	Instituto Adolfo Lutz		120	3961854	1	-	KL18	OCL1	si	blaOXA-23	r3-T1,rP-T1	
GCA_015537975.1	ensamblado_publico	PRJNA613847	SAMN14911851	Brasil	Sorocaba	2017	2017	cerebrospinal fluid	clinical	Homo sapiens	Instituto Adolfo Lutz		80	3883667	1	-	KL18	OCL1	si	blaOXA-23	r3-T1	
GCA_015537995.1	ensamblado_publico	PRJNA613847	SAMN14911850	Brasil	Vitoria	2016	2016	abdominal fluid	clinical	Homo sapiens	Instituto Adolfo Lutz		130	4083956	79	-	KL9	OCL10	si	blaOXA-23	r3-T1,rP-T1	
GCA_015538025.1	ensamblado_publico	PRJNA613847	SAMN14911849	Brasil	Aracaju	2016	2016	cerebrospinal fluid	clinical	Homo sapiens	Instituto Adolfo Lutz		77	4164614	25	2593	KL200	OCL6	no	ninguna	r3-T1,r3-T14,r3-T67	
GCA_015538045.1	ensamblado_publico	PRJNA613847	SAMN14911846	Brasil	Sao Paulo	2016	2016	bronchoalveolar lavage	clinical	Homo sapiens	Instituto Adolfo Lutz		110	3995546	15	2141	KL81	OCL7	si	blaOXA-23	r3-T13,r3-T14,rP-T1	
GCA_015538055.1	ensamblado_publico	PRJNA613847	SAMN14911848	Brasil	Presidente Prudente	2016	2016	Surgical wound	clinical	Homo sapiens	Instituto Adolfo Lutz		105	3899420	1	-	KL18	OCL1	si	blaOXA-23	r3-T1	
GCA_015538085.1	ensamblado_publico	PRJNA613847	SAMN14911847	Brasil	Presidente Prudente	2016	2016	blood	clinical	Homo sapiens	Instituto Adolfo Lutz		114	3933781	15	225	KL22	OCL7	si	blaOXA-23	r3-T1,r3-T13,r3-T3	
GCA_015538105.1	ensamblado_publico	PRJNA613847	SAMN14911845	Brasil	Piracicaba	2016	2016	Surveillance swab	clinical	Homo sapiens	Instituto Adolfo Lutz		196	4108951	79	-	KL49	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1,r3-T14
GCA_015538125.1	ensamblado_publico	PRJNA613847	SAMN14911844	Brasil	Botucatu	2008	2008	blood	clinical	Homo sapiens	Instituto Adolfo Lutz		85	3883737	20	-	KL1	OCL1	si	blaOXA-23	ninguno	
GCA_015538135.1	ensamblado_publico	PRJNA613847	SAMN14911842	Brasil	Aracaju	2016	2016	urine	clinical	Homo sapiens	Instituto Adolfo Lutz		99	3995361	15	236	KL9	OCL7	si	blaOXA-23	r3-T13,r3-T14,r3-T3	
GCA_015538155.1	ensamblado_publico	PRJNA613847	SAMN14911843	Brasil	Vitoria	2016	2016	Bone fragment	clinical	Homo sapiens	Instituto Adolfo Lutz		158	3968078	151	2592	KL199	OCL5	si	blaOXA-23	r3-T13,rP-T1	
GCA_015538165.1	ensamblado_publico	PRJNA613847	SAMN14911840	Brasil	Presidente Prudente	2016	2016	tracheal secretion	clinical	Homo sapiens	Instituto Adolfo Lutz		129	4041798	79	-	KL49	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1,r3-T14
GCA_015538205.1	ensamblado_publico	PRJNA613847	SAMN14911841	Brasil	Presidente Prudente	2016	2016	urine	clinical	Homo sapiens	Instituto Adolfo Lutz		155	4341571	25	229	KL139	OCL10	si	blaOXA-23	r3-T1,r3-T14,r3-T9	r3-T1
GCA_015538225.1	ensamblado_publico	PRJNA613847	SAMN14911839	Brasil	Guarulhos	2016	2016	urine	clinical	Homo sapiens	Instituto Adolfo Lutz		125	4018036	15	225	KL22	OCL7	si	blaOXA-23	r3-T1,r3-T13	
GCA_015538235.1	ensamblado_publico	PRJNA613847	SAMN14911838	Brasil	Sao Paulo	2017	2017	Surveillance swab	clinical	Homo sapiens	Instituto Adolfo Lutz		89	3923652	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_015538255.1	ensamblado_publico	PRJNA613847	SAMN14911836	Brasil	Vitoria	2016	2016	abdominal fluid	clinical	Homo sapiens	Instituto Adolfo Lutz		120	4082036	79	-	KL9	OCL10	si	blaOXA-23	r3-T1,rP-T1	
GCA_015538275.1	ensamblado_publico	PRJNA613847	SAMN14911837	Brasil	Sao Paulo	2017	2017	blood	clinical	Homo sapiens	Instituto Adolfo Lutz		235	3926714	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_015538305.1	ensamblado_publico	PRJNA613847	SAMN14911835	Brasil	Sao Paulo	2016	2016	blood	clinical	Homo sapiens	Instituto Adolfo Lutz		149	4003558	25	229	KL139	OCL10	si	blaOXA-23	r3-T1,rP-T1	
GCA_015538325.1	ensamblado_publico	PRJNA613847	SAMN14911833	Brasil	Sao Paulo	2016	2016	cerebrospinal fluid	clinical	Homo sapiens	Instituto Adolfo Lutz		197	4121600	79	-	KL49	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1,r3-T14
GCA_015538335.1	ensamblado_publico	PRJNA613847	SAMN14911834	Brasil	Presidente Prudente	2016	2016	tracheal secretion	clinical	Homo sapiens	Instituto Adolfo Lutz		85	3885914	1	-	KL18	OCL1	si	blaOXA-23	r3-T1	
GCA_015538345.1	ensamblado_publico	PRJNA613847	SAMN14911832	Brasil	Sao Paulo	2016	2016	bronchoalveolar lavage	clinical	Homo sapiens	Instituto Adolfo Lutz		129	3931147	15	236	KL81	OCL7	si	blaOXA-23	r3-T14	
GCA_015538355.1	ensamblado_publico	PRJNA613847	SAMN14911831	Brasil	Presidente Prudente	2016	2016	tracheal secretion	clinical	Homo sapiens	Instituto Adolfo Lutz		89	3841211	1	-	KL18	OCL1	si	blaOXA-23	r3-T1	
GCA_015666275.1	ensamblado_publico	PRJNA677881	SAMN16776148	Brasil		2020	2020-08-20	Catheter Tip	clinical	Homo sapiens	LACEN		226	3998657	79	-	KL81	OCL10	si	blaOXA-23	r3-T1	
GCA_015666285.1	ensamblado_publico	PRJNA677881	SAMN16776146	Brasil		2020	2020-08-12	Catheter Tip	clinical	Homo sapiens	LACEN		199	3563583	-	236	KL81	OCL7	no	ninguna	r3-T14	
GCA_015666365.1	ensamblado_publico	PRJNA677881	SAMN16776145	Brasil		2020	2020-06-20	blood	clinical	Homo sapiens	LACEN		198	3822049	79	-	KL22	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1,r3-T14
GCA_015666475.1	ensamblado_publico	PRJNA677881	SAMN16776136	Brasil		2020	2020-08-25	blood	clinical	Homo sapiens	LACEN		213	3903828	79	-	KL9	OCL10	si	blaOXA-23	r3-T1	
GCA_015666515.1	ensamblado_publico	PRJNA677881	SAMN16776129	Brasil		2020	2020-07-21	blood	clinical	Homo sapiens	LACEN		127	3956031	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_015666535.1	ensamblado_publico	PRJNA677881	SAMN16776128	Brasil		2020	2020-04-13	Catheter Tip	clinical	Homo sapiens	LACEN		75	4139759	25	229	KL14	OCL6	no	ninguna	r3-T14,r3-T67	
GCA_016054925.1	ensamblado_publico	PRJNA677881	SAMN16776132	Brasil		2020	2020-08-11	blood	clinical	Homo sapiens	LACEN		201	3922868	848	-	KL134	OCL6	si	blaGES-11	r3-T137,r3-T24,r3-T6	
GCA_016054975.1	ensamblado_publico	PRJNA677881	SAMN16776126	Brasil		2020	2020-06-04	blood	clinical	Homo sapiens	LACEN		186	3974003	78	1961	KL3	OCL1	si	blaOXA-72	ninguno	no_evaluable
GCA_016055015.1	ensamblado_publico	PRJNA677881	SAMN16776122	Brasil		2020	2020-04-20	blood	clinical	Homo sapiens	LACEN		131	4104145	79	-	KL22	OCL10	si	blaOXA-23	r3-T1	
GCA_016055335.1	ensamblado_publico	PRJNA677881	SAMN16776111	Brasil		2020	2020-02-18	blood	clinical	Homo sapiens	LACEN		282	3953203	79	-	KL9	OCL10	si	blaOXA-23	r3-T1	
GCA_016055475.1	ensamblado_publico	PRJNA677881	SAMN16776103	Brasil		2020	2020-01-24	blood	clinical	Homo sapiens	LACEN		216	4127277	79	-	KL22	OCL10	si	blaOXA-23	r3-T1	
GCA_016055485.1	ensamblado_publico	PRJNA677881	SAMN16776104	Brasil		2018	2018-05-29	blood	clinical	Homo sapiens	LACEN		157	4062441	79	-	KL9	OCL10	no	ninguna	r1-T24,r3-T1,r3-T13,r3-T14	
GCA_016055595.1	ensamblado_publico	PRJNA677881	SAMN16776098	Brasil		2019	2019-12-17	blood	clinical	Homo sapiens	LACEN		141	4092335	79	-	KL9	OCL10	si	blaOXA-23	r3-T1,r3-T12,r3-T18,r3-T2	
GCA_016055685.1	ensamblado_publico	PRJNA677881	SAMN16776091	Brasil		2019	2019-11-08	blood	clinical	Homo sapiens	LACEN		143	4073505	79	-	KL9	OCL10	no	ninguna	r1-T24,r3-T1,r3-T13,r3-T14	
GCA_016055715.1	ensamblado_publico	PRJNA677881	SAMN16776092	Brasil		2019	2019-12-06	blood	clinical	Homo sapiens	LACEN		180	3817232	1	2323	KL18	OCL1	si	blaOXA-23	r3-T1	
GCA_016055835.1	ensamblado_publico	PRJNA677881	SAMN16776084	Brasil		2019	2019-07-01	Catheter Tip	clinical	Homo sapiens	LACEN		179	4312715	79	-	KL27	OCL10	si	blaOXA-23	r3-T1,r3-T3	
GCA_016055945.1	ensamblado_publico	PRJNA677881	SAMN16776079	Brasil		2019	2019-09-22	blood	clinical	Homo sapiens	LACEN		278	4011978	1	-	KL18	OCL1	si	blaKPC,blaOXA-23	r3-T1	
GCA_016056005.1	ensamblado_publico	PRJNA677881	SAMN16776077	Brasil		2019	2019-09-26	blood	clinical	Homo sapiens	LACEN		177	3936076	1	-	KL18	OCL1	si	blaOXA-23	r3-T14	
GCA_016056045.1	ensamblado_publico	PRJNA677881	SAMN16776075	Brasil		2019	2019-05-01	blood	clinical	Homo sapiens	LACEN		408	3982100	79	-	KL9	OCL10	no	ninguna	r1-T24,r3-T1,r3-T13	
GCA_016056095.1	ensamblado_publico	PRJNA677881	SAMN16776071	Brasil		2019	2019-05-20	blood	clinical	Homo sapiens	LACEN		100	4278045	25	229	KL139	OCL10	si	blaOXA-23,blaOXA-72	r3-T1,r3-T14,rP-T1	r3-T14
GCA_016056125.1	ensamblado_publico	PRJNA677881	SAMN16776070	Brasil		2019	2019-05-07	blood	clinical	Homo sapiens	LACEN		94	3823350	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_016056145.1	ensamblado_publico	PRJNA677881	SAMN16776069	Brasil		2019	2019-02-10	blood	clinical	Homo sapiens	LACEN		165	4079860	79	-	KL49	OCL10	si	blaKPC,blaOXA-23	r3-T1	
GCA_016416045.1	ensamblado_publico	PRJNA677881	SAMN16776125	Brasil		2020	2020-04-29	blood	clinical	Homo sapiens	LACEN		75	3900866	1	-	KL17	OCL1	si	blaOXA-23	r3-T1,r3-T15	
GCA_016484945.1	ensamblado_publico	PRJNA632943	SAMN14929079	Brasil	Sao Paulo	2015	2015-05-25	blood	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	195	4079335	79	-	KL49	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1,r3-T14
GCA_016484955.1	ensamblado_publico	PRJNA632943	SAMN14929082	Brasil	Sao Paulo	2015	2015-07-14	blood	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	428	3948876	79	-	KL49	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1,r3-T14
GCA_016484985.1	ensamblado_publico	PRJNA632943	SAMN14929080	Brasil	Sao Paulo	2015	2015-06-22	Endotracheal aspirate	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	327	4111786	79	-	KL3	OCL10	si	blaOXA-23	r3-T1	
GCA_016485005.1	ensamblado_publico	PRJNA632943	SAMN14929081	Brasil	Sao Paulo	2015	2015-07-04	Endotracheal aspirate	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	431	4179626	25	690	KL22	OCL10	si	blaOXA-23,blaOXA-72	r3-T1,r3-T14	r3-T1,r3-T14
GCA_016485025.1	ensamblado_publico	PRJNA632943	SAMN14929078	Brasil	Sao Paulo	2015	2015-03-25	Endotracheal aspirate	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	169	4086450	79	-	KL9	OCL10	si	blaOXA-72	r3-T1	r3-T1
GCA_016485045.1	ensamblado_publico	PRJNA632943	SAMN14929077	Brasil	Sao Paulo	2014	2014-09-14	blood	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	365	4053036	79	-	KL3	OCL10	si	blaOXA-23	r3-T1	
GCA_016485085.1	ensamblado_publico	PRJNA632943	SAMN14929085	Brasil	Sao Paulo	2017	2017-12-20	blood	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	496	4101658	25	229	KL139	OCL10	si	blaOXA-23	r3-T1	
GCA_016485105.1	ensamblado_publico	PRJNA632943	SAMN14929083	Brasil	Sao Paulo	2017	2017-07-14	blood	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	365	3825594	15	236	KL81	OCL7	si	blaOXA-23	r3-T14	
GCA_016485125.1	ensamblado_publico	PRJNA632943	SAMN14929067	Brasil	Sao Paulo	2017	2017-06-03	Endotracheal aspirate	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	426	3990489	79	-	KL49	OCL10	si	blaOXA-72	r3-T1	r3-T1
GCA_016485145.1	ensamblado_publico	PRJNA632943	SAMN14929069	Brasil	Sao Paulo	2017	2017-07-10	abdominal fluid	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	322	4098537	730	-	KL22	OCL10	si	blaOXA-72	r3-T13	r3-T13
GCA_016485165.1	ensamblado_publico	PRJNA632943	SAMN14929086	Brasil	Sao Paulo	2017	2017-11-24	blood	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	361	4243324	25	690	KL22	OCL10	si	blaOXA-23,blaOXA-72	r3-T1,r3-T14	r3-T1
GCA_016485185.1	ensamblado_publico	PRJNA632943	SAMN14929068	Brasil	Sao Paulo	2017	2017-06-09	Endotracheal aspirate	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	423	4005743	79	-	KL49	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T14
GCA_016485205.1	ensamblado_publico	PRJNA632943	SAMN14929070	Brasil	Sao Paulo	2017	2017-09-11	blood	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	289	4112403	79	-	KL9	OCL10	si	blaOXA-23	r3-T1	
GCA_016485225.1	ensamblado_publico	PRJNA632943	SAMN14929074	Brasil	Sao Paulo	2014	2014-04-11	urine	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	250	4146434	79	-	KL3	OCL10	si	blaOXA-23	r3-T1	
GCA_016485245.1	ensamblado_publico	PRJNA632943	SAMN14929065	Brasil	Vitoria	2017	2017-10-06	blood	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	269	3904626	15	236	KL81	OCL7	si	blaOXA-23	r3-T13,r3-T14,r3-T3	
GCA_016485265.1	ensamblado_publico	PRJNA632943	SAMN14929073	Brasil	Sao Paulo	2012	2012-05-24	wound	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	324	3930324	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_016485285.1	ensamblado_publico	PRJNA632943	SAMN14929072	Brasil	Sao Paulo	2012	2012-04-13	blood	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	351	3980355	79	-	KL9	OCL10	si	blaOXA-23	r3-T1	
GCA_016485305.1	ensamblado_publico	PRJNA632943	SAMN14929071	Brasil	Sao Paulo	2017	2017-09-28	BAL	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	335	4097873	79	-	KL9	OCL10	si	blaOXA-23	r3-T1	
GCA_016485325.1	ensamblado_publico	PRJNA632943	SAMN14929066	Brasil	Sao Paulo	2017	2017-06-19	CSF	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	242	3858453	15	2141	KL81	OCL7	si	blaOXA-23	r3-T13,r3-T14	
GCA_016485345.1	ensamblado_publico	PRJNA632943	SAMN14929076	Brasil	Sao Paulo	2014	2014-08-30	blood	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	350	4094832	79	-	KL3	OCL10	si	blaOXA-23	r3-T1	
GCA_016485365.1	ensamblado_publico	PRJNA632943	SAMN14929075	Brasil	Sao Paulo	2014	2014-05-29	Endotracheal aspirate	clinical	Homo sapiens	Universidade Federal de Sao Paulo	ILLUMINA	349	4082723	79	227	KL3	OCL10	si	blaOXA-23	r3-T1	
GCA_016485725.1	ensamblado_publico	PRJNA627433	SAMN14669865	Venezuela		2014	2014	not collected	clinical	Homo sapiens	not collected	ILLUMINA	87	4429012	25	-	KL33	OCL5	si	blaOXA-23	r3-T18	
GCA_016485745.1	ensamblado_publico	PRJNA627433	SAMN14669867	Chile		2014	2014	not collected	clinical	Homo sapiens	not collected	ILLUMINA	64	3874813	15	236	KL9	OCL7	si	blaOXA-58	r3-T14,r3-T18	
GCA_016485965.1	ensamblado_publico	PRJNA627433	SAMN14669876	Venezuela		2014	2014	not collected	clinical	Homo sapiens	not collected	ILLUMINA	113	4413518	25	-	KL33	OCL5	si	blaOXA-23	ninguno	
GCA_016487265.1	ensamblado_publico	PRJNA627433	SAMN14669828	Venezuela		2014	2014	not collected	clinical	Homo sapiens	not collected	ILLUMINA	109	4039548	412	2095	KL77	OCL6	si	blaOXA-58	r3-T10,r3-T5	
GCA_016487725.1	ensamblado_publico	PRJNA627433	SAMN14669844	Chile		2014	2014	not collected	clinical	Homo sapiens	not collected	ILLUMINA	76	3921022	318	225	KL22	OCL3	si	blaOXA-58	r3-T14	
GCA_016609805.1	ensamblado_publico	PRJNA627433	SAMN14669843	Chile		2014	2014	not collected	clinical	Homo sapiens	not collected	ILLUMINA	101	4083119	1	-	KL1	OCL1	no	ninguna	r3-T14	
GCA_016609885.1	ensamblado_publico	PRJNA627433	SAMN14669851	Venezuela		2014	2014	not collected	clinical	Homo sapiens	not collected	ILLUMINA	94	4287161	25	-	KL33	OCL5	si	blaOXA-23	ninguno	
GCA_017909475.1	ensamblado_publico	PRJNA544939	SAMN11867033	Brasil	Rio de Janeiro	2015	2015-05	unhealthy carrier	clinical	Homo sapiens	Hospital Municipal da Piedade		255	3952405	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_017909485.1	ensamblado_publico	PRJNA545307	SAMN11883759	Brasil	Rio de Janeiro	2011	2011-05	Unhealthy carrier	clinical	Homo sapiens	Hospital Municipal da Piedade		260	3948924	1083	1620	KL3	OCL7	si	blaOXA-23	r3-T13,r3-T14,r3-T3	
GCA_017909495.1	ensamblado_publico	PRJNA545308	SAMN11883821	Brasil	Rio de Janeiro	2011	2011-05	Unhealthy carrier	clinical	Homo sapiens	Hospital Municipal da Piedade		309	3987755	1083	1620	KL3	OCL7	si	blaOXA-23	r3-T13,r3-T14,r3-T3	
GCA_017960395.1	ensamblado_publico	PRJNA544941	SAMN11867053	Brasil	Rio de Janeiro	2015	2015-05	unhealthy carrier	clinical	Homo sapiens	Hospital Municipal da Piedade		192	3928321	1	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_018156045.1	ensamblado_publico	PRJNA723341	SAMN18813501	Chile	Santiago	2017	2017	Pulmonary secretion	clinical	Homo sapiens	Asistencia Pblica		118	4029897	318	225	KL22	OCL3	si	blaOXA-58	r3-T14	
GCA_018156055.1	ensamblado_publico	PRJNA723341	SAMN18813500	Chile	Santiago	2008	2008	Pulmonary secretion	clinical	Homo sapiens	Hospital Universidad de Chile		203	3997594	109	-	KL49	OCL3	si	blaOXA-58	r3-T14,r3-T18,r3-T28	
GCA_018156065.1	ensamblado_publico	PRJNA723341	SAMN18813502	Chile	Temuco	2019	2019	Pulmonary secretion	clinical	Homo sapiens	Hospital Regional de Temuco		112	4015638	876	-	KL65	OCL1	si	blaOXA-23	r3-T14,r3-T3,rP-T1	
GCA_018156145.1	ensamblado_publico	PRJNA723341	SAMN18813503	Chile	Talcahuano	2019	2019	Pulmonary secretion	clinical	Homo sapiens	Hospital Higueras de Talcahuano		103	3887484	15	225	KL22	OCL7	no	ninguna	r3-T14	
GCA_018156665.1	ensamblado_publico	PRJNA428488	SAMN08291610	Brasil	Belo Horizonte	2016	2016-08-07	bronchoalveolar lavage	clinical	Homo sapiens	Hospital Risoleta Tolentino Neves		252	3904428	1	-	KL18	OCL1	si	blaOXA-23	r3-T15,rP-T1	
GCA_018156705.1	ensamblado_publico	PRJNA428488	SAMN08291623	Brasil	Belo Horizonte	2016	2016-10-20	Catheter tip	clinical	Homo sapiens	Hospital Risoleta Tolentino Neves		274	3813756	1	-	KL18	OCL1	si	blaOXA-23	r3-T1,r3-T13	
GCA_018156725.1	ensamblado_publico	PRJNA428488	SAMN08291625	Brasil	Belo Horizonte	2016	2016-10-24	Catheter tip	clinical	Homo sapiens	Hospital Risoleta Tolentino Neves		234	3848680	1	-	KL18	OCL1	si	blaOXA-23	r3-T1,r3-T13,r3-T15	
GCA_018156745.1	ensamblado_publico	PRJNA428488	SAMN08291621	Brasil	Belo Horizonte	2016	2016-08-05	blood	clinical	Homo sapiens	Hospital Risoleta Tolentino Neves		335	3898741	79	-	KL49	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1,r3-T14
GCA_020657695.1	ensamblado_publico	PRJNA772654	SAMN22403891	Brasil	Pelotas	2014	2014-10-19	tracheal aspirate	clinical	Homo sapiens	UFPEL		64	4280693	79	-	KL33	OCL10	si	blaOXA-23	r3-T1,r3-T12,r3-T2,rP-T1	
GCA_021402995.1	ensamblado_publico	PRJNA613847	SAMN23034060	Brasil	Sao Paulo	2020	2020-06-10	Tracheal secretion	clinical	Homo sapiens	Instituto Adolfo Lutz		66	4019082	2	-	KL7	OCL1	si	blaOXA-23	r3-T1,rP-T1	
GCA_023060185.1	ensamblado_publico	PRJNA677881	SAMN27549452	Brasil		2020	2020	blood	clinical	Homo sapiens	LACEN/BA		115	3831734	15	236	KL9	OCL7	si	blaOXA-23	r3-T13,r3-T14,r3-T3	
GCA_023060375.1	ensamblado_publico	PRJNA677881	SAMN27549395	Brasil		2019	2019-04-29	peritoneal fluid	clinical	Homo sapiens	LACEN/ES		107	3960090	78	1961	KL3	OCL1	si	blaOXA-72	ninguno	no_evaluable
GCA_023060655.1	ensamblado_publico	PRJNA677881	SAMN27549405	Brasil		2019	2019-05-24	urine	clinical	Homo sapiens	LACEN/ES		128	3841796	78	1961	KL3	OCL1	si	blaOXA-72	ninguno	no_evaluable
GCA_023061035.1	ensamblado_publico	PRJNA677881	SAMN27549456	Brasil		2020	2020	blood	clinical	Homo sapiens	LACEN/GO		134	3928282	79	-	KL33	OCL10	si	blaOXA-72	r3-T1,r3-T14	r3-T1
GCA_023572255.1	ensamblado_publico	PRJNA677881	SAMN27549458	Brasil		2020	2020	blood	clinical	Homo sapiens	LACEN/GO		110	3882876	584	1208	KL24	OCL7	si	blaOXA-23	r3-T1,r3-T94	
GCA_023572275.1	ensamblado_publico	PRJNA677881	SAMN27549457	Brasil		2020	2020	blood	clinical	Homo sapiens	LACEN/GO		191	3884541	15	692	KL81	OCL7	si	blaOXA-23	r3-T13	
GCA_023572305.1	ensamblado_publico	PRJNA677881	SAMN27549454	Brasil		2020	2020	blood	clinical	Homo sapiens	LACEN/BA		181	4088909	25	690	KL22	OCL10	si	blaOXA-23	r3-T1,r3-T16	
GCA_023572445.1	ensamblado_publico	PRJNA677881	SAMN27549437	Brasil		2020	2020-07-21	not available	clinical	Homo sapiens	LACEN/BA		174	3917523	79	-	KL22	OCL10	si	blaOXA-23	r3-T1	
GCA_023572625.1	ensamblado_publico	PRJNA677881	SAMN27549393	Brasil		2019	2019-04-05	alveolar bronchial lavage	clinical	Homo sapiens	LACEN/RJ		103	3809026	160	-	KL1	OCL1	si	blaOXA-23	r3-T1	
GCA_024138435.1	ensamblado_publico	PRJNA731249	SAMN19356554	Chile	Santiago	2011	2011	endotracheal aspirate	clinical	Homo sapiens	not known		3	4103459	162	235	KL19	OCL1	si	blaOXA-23	r3-T13,rP-T1	
GCA_024139015.1	ensamblado_publico	PRJNA731249	SAMN19356540	Chile	Santiago	2010	2010	peritoneal abcess	clinical	Homo sapiens	not known		5	4045532	109	1637	KL9	OCL3	si	blaOXA-58	r3-T14,r3-T18,r3-T28,r3-T5	
GCA_024139035.1	ensamblado_publico	PRJNA731249	SAMN19356535	Chile	Santiago	2011	2011	blood culture	clinical	Homo sapiens	not known		2	4215060	79	-	KL9	OCL10	si	blaOXA-23	r3-T14	
GCA_024139055.1	ensamblado_publico	PRJNA731249	SAMN19356533	Chile	Santiago	2010	2010	tissue	clinical	Homo sapiens	not known		3	3983183	318	225	KL22	OCL7	si	blaOXA-58	r3-T14	
