genoma	tipo_rep	contig	rep_ini	rep_fin	contig_len	pident	cov
GCA_026358575.1	r3-T3	DAKCOQ010000024.1	73	1194	46889	100.0	100.0
GCA_026358595.1	r3-T14	DAKCOS010000059.1	7630	8553	10026	100.0	100.0
GCA_026358635.1	r3-T3	DAKCOV010000012.1	45782	46903	88520	100.0	100.0
GCA_026358655.1	r3-T13	DAKCON010000068.1	704	1633	3060	100.0	100.0
GCA_026358655.1	r3-T14	DAKCON010000056.1	7368	8291	9764	100.0	100.0
GCA_026358655.1	r3-T3	DAKCON010000051.1	13683	14804	17425	100.0	100.0
GCA_026358675.1	r3-T14	DAKCOO010000047.1	7630	8553	10026	100.0	100.0
GCA_026358695.1	r3-T14	DAKCOR010000111.1	8430	9353	10826	100.0	100.0
GCA_026358715.1	r3-T1	DAKCOT010000111.1	2499	3449	11655	100.0	100.0
GCA_026358755.1	r3-T13	DAKCOX010000062.1	703	1632	3061	100.0	100.0
GCA_026358755.1	r3-T14	DAKCOX010000050.1	7368	8291	9764	100.0	100.0
GCA_026358755.1	r3-T3	DAKCOX010000046.1	13683	14804	17425	100.0	100.0
GCA_026358795.1	r3-T13	DAKCOY010000065.1	703	1632	3059	100.0	100.0
GCA_026358795.1	r3-T14	DAKCOY010000054.1	7368	8291	9764	100.0	100.0
GCA_026358795.1	r3-T3	DAKCOY010000050.1	13683	14804	17425	100.0	100.0
GCA_026358855.1	r1-T2	DAKCPB010000155.1	458	1642	2094	99.92	100.0
GCA_026358875.1	r3-T3	DAKCPA010000027.1	9452	10573	53397	100.0	100.0
GCA_026358895.1	r1-T2	DAKCPD010000182.1	458	1642	2094	99.92	100.0
GCA_026358935.1	r3-T13	DAKCPE010000065.1	703	1632	3061	100.0	100.0
GCA_026358935.1	r3-T14	DAKCPE010000053.1	7368	8291	9764	100.0	100.0
GCA_026358935.1	r3-T3	DAKCPE010000050.1	13683	14804	17425	100.0	100.0
GCA_026554895.1	r3-T26	DAKLZN010000110.1	387	1328	5281	100.0	100.0
GCA_026554895.1	r3-T85	DAKLZN010000104.1	2406	3335	6177	100.0	100.0
GCA_026554895.1	rP-T1	DAKLZN010000049.1	28652	29827	30076	100.0	100.0
GCA_026554915.1	r3-T26	DAKLZO010000151.1	387	1328	5281	100.0	100.0
GCA_026554915.1	r3-T3	DAKLZO010000001.1	44933	46054	88760	99.2	100.0
GCA_026554915.1	r3-T85	DAKLZO010000144.1	2406	3335	6177	100.0	100.0
GCA_026555035.1	r3-T3	DAKLZQ010000033.1	70	1191	37528	100.0	100.0
GCA_026555035.1	r3-T7	DAKLZQ010000025.1	39741	40913	45570	100.0	100.0
GCA_026555035.1	r3-T97	DAKLZQ010000053.1	9645	10567	17066	96.53	99.9
GCA_026555055.1	r1-T2	DAKLZR010000263.1	454	1644	2341	99.58	100.0
GCA_026555075.1	r3-T13	DAKLZT010000078.1	13868	14797	15462	100.0	100.0
GCA_026555075.1	r3-T8	DAKLZT010000073.1	6253	7140	18039	99.89	100.0
GCA_026555075.1	r3-T97	DAKLZT010000073.1	13611	14534	18039	99.13	100.0
GCA_026555095.1	r3-T14	DAKLZV010000124.1	7361	8284	10571	100.0	100.0
GCA_026555115.1	r3-T14	DAKLZU010000088.1	7361	8284	10590	100.0	100.0
GCA_026555155.1	r3-T14	DAKLZW010000126.1	7361	8284	10566	100.0	100.0
GCA_026555155.1	r3-T34	DAKLZW010000094.1	7574	8497	15284	100.0	100.0
GCA_026555195.1	r3-T14	DAKLZY010000078.1	14287	15210	17676	100.0	100.0
GCA_026555195.1	r3-T34	DAKLZY010000090.1	11722	12645	14878	100.0	100.0
GCA_026555235.1	r3-T1	DAKMAD010000132.1	2499	3449	8731	100.0	100.0
GCA_026555275.1	r3-T14	DAKMAB010000088.1	7630	8553	15065	100.0	100.0
GCA_026555275.1	r3-T14	DAKMAB010000373.1	145	1068	7621	100.0	100.0
GCA_026555295.1	r3-T14	DAKMAC010000082.1	7630	8553	15065	100.0	100.0
GCA_026555295.1	r3-T14	DAKMAC010000248.1	145	1068	7621	100.0	100.0
GCA_026555315.1	r3-T14	DAKMAE010000134.1	3676	4599	9638	100.0	100.0
GCA_026561215.1	r3-T14	DAKMKH010000099.1	3676	4599	9638	100.0	100.0
GCA_026561235.1	r3-T14	DAKMKI010000065.1	7630	8553	15065	100.0	100.0
GCA_026561235.1	r3-T14	DAKMKI010000163.1	145	1068	7621	100.0	100.0
GCA_026561255.1	r3-T14	DAKMKJ010000131.1	3676	4599	9638	100.0	100.0
GCA_026561275.1	r3-T1	DAKMKK010000112.1	2499	3449	11655	100.0	100.0
GCA_026561295.1	r3-T14	DAKMKL010000085.1	7630	8553	15065	100.0	100.0
GCA_026561295.1	r3-T14	DAKMKL010000368.1	145	1068	7621	100.0	100.0
GCA_026561315.1	r3-T14	DAKMKM010000094.1	7630	8553	15065	100.0	100.0
GCA_026561335.1	r3-T14	DAKMKN010000086.1	7630	8553	15065	100.0	100.0
GCA_026561335.1	r3-T14	DAKMKN010000256.1	145	1068	7621	100.0	100.0
GCA_026561355.1	r3-T1	DAKMKO010000115.1	2499	3449	11655	100.0	100.0
GCA_026561375.1	r3-T1	DAKMKQ010000120.1	2499	3449	11655	100.0	100.0
GCA_026561415.1	r3-T1	DAKMKR010000103.1	2499	3449	11655	100.0	100.0
GCA_026561455.1	r3-T14	DAKMKT010000129.1	3676	4599	9638	100.0	100.0
GCA_026561475.1	r3-T14	DAKMKU010000071.1	3676	4599	9638	100.0	100.0
GCA_026561495.1	r3-T1	DAKMKW010000110.1	1043	1993	11610	100.0	100.0
GCA_026561515.1	r3-T1	DAKMKV010000113.1	2499	3449	11655	100.0	100.0
GCA_026568275.1	r3-T14	DAKMXL010000108.1	6453	7376	9640	100.0	100.0
GCA_026568295.1	r3-T1	DAKMXI010000108.1	1071	2021	11604	100.0	100.0
GCA_026568315.1	r3-T14	DAKMXJ010000120.1	7628	8551	10024	100.0	100.0
GCA_026568355.1	r3-T14	DAKMXM010000137.1	7628	8551	10024	100.0	100.0
GCA_026568375.1	r3-T26	DAKMXP010000214.1	902	1843	5233	100.0	100.0
GCA_026568375.1	r3-T3	DAKMXP010000112.1	10591	11712	12354	99.2	100.0
GCA_026568375.1	r3-T85	DAKMXP010000297.1	597	1526	2203	100.0	100.0
GCA_026568385.1	r3-T14	DAKMXN010000193.1	4133	5056	6581	100.0	100.0
GCA_026568415.1	r3-T14	DAKMXO010000134.1	3676	4599	9638	100.0	100.0
GCA_026568455.1	r3-T26	DAKMXT010000198.1	387	1328	5281	100.0	100.0
GCA_026568455.1	r3-T3	DAKMXT010000001.1	46232	47353	90059	99.2	100.0
GCA_026568455.1	r3-T85	DAKMXT010000182.1	2406	3335	6177	100.0	100.0
GCA_026620155.1	r3-T189	JAIWZT010000027.1	8553	9476	11117	99.78	100.0
GCA_026620155.1	r3-T7	JAIWZT010000015.1	43222	44394	55301	100.0	100.0
GCA_028402465.1	r3-T1	RFFD01000050.1	2618	3568	8858	100.0	100.0
GCA_028435895.1	r3-T1	JAIEWH010000089.1	6192	7142	9529	100.0	100.0
GCA_028435895.1	rP-T1	JAIEWH010000073.1	1698	2873	18134	100.0	100.0
GCA_028435925.1	r3-T13	JAIEWG010000063.1	3068	3997	8423	100.0	100.0
GCA_028435925.1	r3-T14	JAIEWG010000068.1	850	1773	7065	100.0	100.0
GCA_028435925.1	r3-T3	JAIEWG010000045.1	21356	22477	30076	100.0	100.0
GCA_028435925.1	r3-T94	JAIEWG010000060.1	6072	7070	11968	99.3	100.0
GCA_028435965.1	r3-T14	JAIEWD010000074.1	7369	8292	9141	100.0	100.0
GCA_028435965.1	r3-T3	JAIEWD010000039.1	21356	22477	30076	100.0	100.0
GCA_028435965.1	r3-T94	JAIEWD010000067.1	6085	7083	11981	99.3	100.0
GCA_028435975.1	r3-T1	JAIEWF010000060.1	1	951	21095	100.0	100.0
GCA_028435975.1	r3-T62	JAIEWF010000060.1	12747	13670	21095	99.89	100.0
GCA_028435995.1	r3-T1	JAIEWE010000078.1	2388	3338	4657	100.0	100.0
GCA_028435995.1	rP-T1	JAIEWE010000052.1	1698	2873	18819	100.0	100.0
GCA_028436005.1	r3-T14	JAIEWC010000063.1	1	924	10572	100.0	100.0
GCA_028439855.1	r3-T1	JAIEWA010000076.1	1332	2282	14534	100.0	100.0
GCA_028439855.1	r3-T14	JAIEWA010000076.1	7885	8808	14534	100.0	100.0
GCA_028439875.1	r3-T1	JAIEWB010000049.1	5045	5995	9464	100.0	100.0
GCA_028439875.1	r3-T14	JAIEWB010000052.1	1	924	7703	100.0	100.0
GCA_028439875.1	r3-T3	JAIEWB010000018.1	41611	42732	84795	99.29	100.0
GCA_028439905.1	r3-T1	JAIEVY010000094.1	1	951	6591	100.0	100.0
GCA_028439905.1	r3-T14	JAIEVY010000079.1	1	924	10573	100.0	100.0
GCA_028439905.1	rP-T1	JAIEVY010000080.1	7700	8875	10572	100.0	100.0
GCA_028439915.1	r3-T1	JAIEVX010000056.1	1	951	7398	100.0	100.0
GCA_028439915.1	r3-T14	JAIEVX010000055.1	1	924	7703	100.0	100.0
GCA_028439915.1	r3-T3	JAIEVX010000039.1	13945	15066	22664	100.0	100.0
GCA_028439945.1	r3-T1	JAIEVW010000157.1	1	951	6591	100.0	100.0
GCA_028439945.1	r3-T14	JAIEVW010000117.1	1	924	10573	100.0	100.0
GCA_028439945.1	rP-T1	JAIEVW010000235.1	172	1347	2096	100.0	100.0
GCA_028439955.1	r3-T13	JAIEVU010000059.1	2316	3245	8423	100.0	100.0
GCA_028439955.1	r3-T14	JAIEVU010000064.1	5305	6228	7062	100.0	100.0
GCA_028439955.1	r3-T3	JAIEVU010000035.1	21356	22477	30076	100.0	100.0
GCA_028439975.1	r3-T1	JAIEVV010000053.1	1	951	6591	100.0	100.0
GCA_028439975.1	r3-T14	JAIEVV010000047.1	1	924	10573	100.0	100.0
GCA_028439975.1	rP-T1	JAIEVV010000030.1	1698	2873	37086	100.0	100.0
GCA_028440005.1	r3-T1	JAIEVT010000092.1	3869	4819	6585	100.0	100.0
GCA_028440005.1	r3-T14	JAIEVT010000075.1	2944	3867	10567	100.0	100.0
GCA_028440005.1	rP-T1	JAIEVT010000074.1	1698	2873	10572	100.0	100.0
GCA_028440015.1	r3-T1	JAIEVS010000059.1	1	951	16673	100.0	100.0
GCA_028440015.1	r3-T14	JAIEVS010000059.1	7769	8692	16673	100.0	100.0
GCA_028440045.1	r3-T1	JAIEVR010000083.1	890	1840	8031	100.0	100.0
GCA_028440045.1	r3-T94	JAIEVR010000070.1	830	1828	11996	99.3	100.0
GCA_028440065.1	r3-T1	JAIEVP010000060.1	6204	7154	8473	100.0	100.0
GCA_028440065.1	rP-T1	JAIEVP010000053.1	1698	2873	18819	100.0	100.0
GCA_028440075.1	r3-T1	JAIEVQ010000081.1	1	951	8970	100.0	100.0
GCA_028440075.1	r3-T14	JAIEVQ010000086.1	1	924	7703	100.0	100.0
GCA_028440105.1	r3-T1	JAIEVO010000073.1	1	951	8970	100.0	100.0
GCA_028440105.1	r3-T14	JAIEVO010000077.1	1	924	7703	100.0	100.0
GCA_028440125.1	r3-T1	JAIEVN010000068.1	12177	13127	16682	100.0	100.0
GCA_028440125.1	r3-T14	JAIEVN010000068.1	5651	6574	16682	100.0	100.0
GCA_028440145.1	r3-T1	JAIEVM010000086.1	1	951	15014	100.0	100.0
GCA_028440145.1	r3-T13	JAIEVM010000086.1	6439	7368	15014	100.0	100.0
GCA_028440145.1	r3-T14	JAIEVM010000112.1	1	924	8510	100.0	100.0
GCA_028440145.1	r3-T3	JAIEVM010000034.1	7599	8720	41646	100.0	100.0
GCA_028440165.1	r3-T1	JAIEVL010000043.1	1	951	6591	100.0	100.0
GCA_028440165.1	r3-T14	JAIEVL010000042.1	1	924	9585	100.0	100.0
GCA_028440165.1	rP-T1	JAIEVL010000030.1	1697	2872	37085	100.0	100.0
GCA_028440185.1	r3-T1	JAIEVJ010000054.1	1	951	9461	100.0	100.0
GCA_028440195.1	r3-T1	JAIEVI010000044.1	1320	2270	16176	100.0	100.0
GCA_028440195.1	r3-T14	JAIEVI010000044.1	7873	8796	16176	100.0	100.0
GCA_028440195.1	rP-T1	JAIEVI010000048.1	7700	8875	10572	100.0	100.0
GCA_028440225.1	r3-T1	JAIEVH010000046.1	3555	4505	8978	100.0	100.0
GCA_028440245.1	r3-T1	JAIEVG010000033.1	1	951	21117	100.0	100.0
GCA_028440245.1	r3-T62	JAIEVG010000033.1	12769	13692	21117	99.89	100.0
GCA_028440255.1	r3-T1	JAIEVK010000053.1	1	951	16673	100.0	100.0
GCA_028440255.1	r3-T14	JAIEVK010000053.1	7769	8692	16673	100.0	100.0
GCA_028440285.1	r3-T1	JAIEVE010000056.1	6192	7142	8031	100.0	100.0
GCA_028440285.1	r3-T94	JAIEVE010000049.1	6091	7089	12002	99.3	100.0
GCA_028440295.1	r3-T1	JAIEVF010000060.1	6192	7142	8031	100.0	100.0
GCA_028440295.1	r3-T94	JAIEVF010000052.1	842	1840	11954	99.3	100.0
GCA_028440325.1	r3-T1	JAIEVD010000046.1	1	951	8731	100.0	100.0
GCA_028440335.1	r3-T1	JAIEVC010000051.1	1	951	13276	100.0	100.0
GCA_028440365.1	r3-T1	JAIEVB010000041.1	1332	2282	8473	100.0	100.0
GCA_028440365.1	r3-T13	JAIEVB010000045.1	4728	5657	6360	100.0	100.0
GCA_028440385.1	r3-T1	JAIEUZ010000047.1	4116	5066	11197	100.0	100.0
GCA_028440385.1	r3-T14	JAIEUZ010000048.1	7369	8292	9143	100.0	100.0
GCA_028440385.1	r3-T3	JAIEUZ010000046.1	506	1627	12185	100.0	100.0
GCA_028440385.1	r3-T94	JAIEUZ010000054.1	830	1828	6655	99.3	100.0
GCA_028440395.1	r3-T1	JAIEVA010000037.1	1	951	21095	100.0	100.0
GCA_028440395.1	r3-T62	JAIEVA010000037.1	12747	13670	21095	99.89	100.0
GCA_028440415.1	r3-T1	JAIEUW010000034.1	1	951	21095	100.0	100.0
GCA_028440415.1	r3-T62	JAIEUW010000034.1	12747	13670	21095	99.89	100.0
GCA_028440435.1	r3-T1	JAIEUX010000043.1	1	951	6591	100.0	100.0
GCA_028440435.1	r3-T13	JAIEUX010000044.1	757	1686	5675	100.0	100.0
GCA_028440435.1	r3-T14	JAIEUX010000039.1	8356	9279	10131	100.0	100.0
GCA_028440435.1	r3-T3	JAIEUX010000027.1	7600	8721	41628	100.0	100.0
GCA_028440465.1	r3-T28	JAIEUY010000645.1	45	983	1280	100.0	100.0
GCA_028440465.1	r3-T33	JAIEUY010000957.1	4562	5491	6377	99.89	100.0
GCA_028440465.1	r3-T5	JAIEUY010000149.1	8847	9770	9961	100.0	100.0
GCA_028440465.1	r3-T6	JAIEUY010000149.1	5758	6687	9961	100.0	100.0
GCA_028440485.1	r3-T1	JAIEUU010000035.1	1	951	15189	100.0	100.0
GCA_028440485.1	r3-T13	JAIEUU010000040.1	3742	4671	6360	100.0	100.0
GCA_028440485.1	r3-T14	JAIEUU010000035.1	10639	11562	15189	100.0	100.0
GCA_028440505.1	r3-T1	JAIEUV010000091.1	9511	10461	10527	100.0	100.0
GCA_028440505.1	r3-T14	JAIEUV010000121.1	2285	3208	3328	100.0	100.0
GCA_028440505.1	r3-T62	JAIEUV010000135.1	1238	2161	2229	99.89	100.0
GCA_028440505.1	rP-T1	JAIEUV010000071.1	1698	2873	18819	100.0	100.0
GCA_028440515.1	r3-T1	JAIEUS010000052.1	1767	2717	3616	100.0	100.0
GCA_028440515.1	r3-T14	JAIEUS010000049.1	836	1759	4702	100.0	100.0
GCA_028440515.1	rP-T1	JAIEUS010000040.1	15947	17122	18819	100.0	100.0
GCA_028440525.1	r3-T1	JAIEUT010000061.1	877	1827	7014	100.0	100.0
GCA_028440555.1	r3-T1	JAIEUR010000045.1	6131	7081	9468	100.0	100.0
GCA_028440555.1	rP-T1	JAIEUR010000035.1	1697	2872	21166	100.0	100.0
GCA_028440585.1	r3-T1	JAIEUQ010000049.1	4116	5066	5955	100.0	100.0
GCA_028440585.1	r3-T14	JAIEUQ010000043.1	872	1795	9163	100.0	100.0
GCA_028440585.1	r3-T3	JAIEUQ010000028.1	32908	34029	41628	100.0	100.0
GCA_028440585.1	r3-T94	JAIEUQ010000047.1	4912	5910	6739	99.3	100.0
GCA_028440605.1	r3-T1	JAHUPZ010000047.1	1	951	21095	100.0	100.0
GCA_028440605.1	r3-T62	JAHUPZ010000047.1	12747	13670	21095	99.89	100.0
GCA_028440615.1	r3-T1	JAIEUP010000055.1	9036	9986	14113	100.0	100.0
GCA_028440615.1	r3-T14	JAIEUP010000055.1	1295	2218	14113	100.0	100.0
GCA_028440635.1	r3-T14	JAIEUO010000047.1	1	924	10573	100.0	100.0
GCA_028440635.1	rP-T1	JAIEUO010000040.1	1698	2873	18819	100.0	100.0
GCA_028440685.1	r3-T1	JAHUQB010000151.1	226	1176	5649	100.0	100.0
GCA_028440685.1	rP-T1	JAHUQB010000177.1	2109	3284	3329	100.0	100.0
GCA_028440705.1	r3-T1	JAHUQC010000112.1	1	951	9461	100.0	100.0
GCA_029477905.1	r3-T1	JAQBHP010000028.1	13220	14170	14244	100.0	100.0
GCA_029478065.1	r3-T1	JAQBHQ010000085.1	7687	8637	8710	100.0	100.0
GCA_029761775.1	r3-T13	JARUPN010000192.1	757	1686	3307	100.0	100.0
GCA_029761775.1	r3-T14	JARUPN010000143.1	4978	5901	7502	100.0	100.0
GCA_029955785.1	r3-T18	JASBHG010000073.1	6359	7309	7795	100.0	100.0
GCA_029955785.1	r3-T3	JASBHG010000014.1	525	1646	111058	100.0	100.0
GCA_029955865.1	r3-T13	JASBHI010000066.1	830	1759	3458	100.0	100.0
GCA_029955865.1	r3-T50	JASBHI010000051.1	16641	17594	18606	100.0	100.0
GCA_029956025.1	r3-T13	JASBHR010000092.1	1700	2629	6920	100.0	100.0
GCA_029956025.1	r3-T50	JASBHR010000066.1	1013	1966	19570	100.0	100.0
GCA_030016845.1	r3-T13	JASDDZ010000033.1	2673	3602	15177	100.0	100.0
GCA_030016875.1	r3-T18	JASDEA010000049.1	4160	5110	7851	100.0	100.0
GCA_030016875.1	r3-T3	JASDEA010000014.1	39788	40909	110967	100.0	100.0
GCA_030165035.1	r3-T14	JASNGA010000054.1	1496	2419	10003	100.0	100.0
GCA_030165035.1	r3-T16	JASNGA010000041.1	4451	5581	56733	97.79	100.0
GCA_030165035.1	r3-T3	JASNGA010000034.1	21767	22888	37470	100.0	100.0
GCA_030165035.1	rP-T1	JASNGA010000098.1	1768	2943	10663	100.0	100.0
GCA_030550895.1	r3-T1	JARCRY010000055.1	6165	7115	8830	100.0	100.0
GCA_030550955.1	r3-T1	JARCSB010000050.1	7014	7964	8830	100.0	100.0
GCA_030550955.1	r3-T15	JARCSB010000073.1	100	1032	2377	100.0	100.0
GCA_030550955.1	rP-T1	JARCSB010000024.1	7799	8974	50168	100.0	100.0
GCA_030550965.1	r3-T1	JARCSC010000068.1	1192	2142	8830	100.0	100.0
GCA_030550965.1	r3-T3	JARCSC010000083.1	1897	3018	4651	100.0	100.0
GCA_030550975.1	r3-T1	JARCSE010000048.1	4	954	8830	100.0	100.0
GCA_030550975.1	r3-T15	JARCSE010000066.1	157	1089	1251	99.79	100.0
GCA_030551015.1	r3-T1	JARCSD010000060.1	4837	5787	8831	100.0	100.0
GCA_030551015.1	r3-T15	JARCSD010000077.1	91	1023	2309	99.89	100.0
GCA_030551035.1	r3-T1	JARCSH010000061.1	59	1009	8830	100.0	100.0
GCA_030551035.1	r3-T15	JARCSH010000077.1	715	1647	2377	100.0	100.0
GCA_030551055.1	r3-T1	JARCSG010000057.1	3154	4104	8830	100.0	100.0
GCA_030551055.1	r3-T3	JARCSG010000037.1	21302	22423	26565	100.0	100.0
GCA_030551065.1	r3-T1	JARCSF010000082.1	2265	3215	8830	100.0	100.0
GCA_030551065.1	r3-T15	JARCSF010000124.1	791	1723	2377	100.0	100.0
GCA_030551065.1	r3-T3	JARCSF010000019.1	32717	33838	54922	100.0	100.0
GCA_030551075.1	r3-T1	JARCSA010000054.1	7609	8559	8830	100.0	100.0
GCA_030551115.1	r3-T1	JARCSJ010000048.1	2703	3653	8830	100.0	100.0
GCA_030551135.1	r3-T1	JARCSI010000046.1	5583	6533	8830	100.0	100.0
GCA_030551145.1	r3-T1	JARCSM010000053.1	5846	6796	8830	100.0	100.0
GCA_030551145.1	r3-T3	JARCSM010000024.1	7606	8727	47217	100.0	100.0
GCA_030551165.1	r3-T1	JARCSK010000046.1	5292	6242	8830	100.0	100.0
GCA_030551215.1	r3-T1	JARCSN010000052.1	3925	4875	8830	100.0	100.0
GCA_030551215.1	r3-T3	JARCSN010000017.1	37413	38534	77025	100.0	100.0
GCA_030551235.1	r3-T1	JARCSO010000054.1	6190	7140	8830	100.0	100.0
GCA_030551235.1	r3-T3	JARCSO010000024.1	17568	18689	57180	100.0	100.0
GCA_030755535.1	r3-T6	JAUENB010000173.1	3641	4570	9101	100.0	100.0
GCA_030755775.1	r3-T14	JAUENO010000060.1	9502	10425	14782	100.0	100.0
GCA_030755855.1	r1-T2	JAUENR010000105.1	301	1485	2075	99.92	100.0
GCA_030756425.1	r1-T2	JAUEOV010000011.1	590	1774	2076	99.92	100.0
GCA_031100935.1	r3-T1	DAPFEF010000033.1	2499	3449	8731	100.0	100.0
GCA_031100955.1	r3-T14	DAPFEG010000043.1	3676	4599	14782	100.0	100.0
GCA_031100955.1	r3-T14	DAPFEG010000071.1	145	1068	14771	100.0	100.0
GCA_031100975.1	r3-T1	DAPFEH010000032.1	2499	3449	8731	100.0	100.0
GCA_031101015.1	r3-T1	DAPFEI010000026.1	2499	3449	8731	100.0	100.0
GCA_034296425.1	r3-T14	JAXKSF010000017.1	66843	67766	87252	100.0	100.0
GCA_034296455.1	r3-T1	JAXKQY010000042.1	2973	3923	8858	100.0	100.0
GCA_034296495.1	r3-T3	JAXKQW010000018.1	50072	51193	108808	100.0	100.0
GCA_034296535.1	r3-T14	JAXKRC010000042.1	2811	3734	10975	100.0	100.0
GCA_034296575.1	r3-T14	JAXKRE010000057.1	7757	8680	10281	100.0	100.0
GCA_034296595.1	r3-T31	JAXKSD010000003.1	1	933	13439	100.0	100.0
GCA_034296595.1	r3-T5	JAXKSD010000003.1	7347	8270	13439	100.0	100.0
GCA_034296605.1	r3-T14	JAXKSE010000019.1	1552	2475	69807	100.0	100.0
GCA_034296615.1	r3-T3	JAXKSB010000016.1	57492	58613	100231	100.0	100.0
GCA_034296615.1	r3-T6	JAXKSB010000055.1	5764	6693	8726	99.89	100.0
GCA_034296625.1	r3-T14	JAXKSC010000056.1	9452	10375	11940	100.0	100.0
GCA_034296675.1	r3-T14	JAXKQQ010000020.1	20726	21649	72306	100.0	100.0
GCA_034296695.1	r3-T14	JAXKRN010000037.1	7720	8643	10208	100.0	100.0
GCA_034296705.1	r3-T14	JAXKQS010000022.1	50658	51581	64880	100.0	100.0
GCA_034296735.1	r3-T14	JAXKQT010000035.1	1602	2525	10282	100.0	100.0
GCA_034296755.1	r3-T3	JAXKRQ010000016.1	57577	58698	100414	100.0	100.0
GCA_034296765.1	r1-T22	JAXKQR010000052.1	37	1047	2407	96.74	97.8
GCA_034296765.1	r3-T14	JAXKQR010000040.1	603	1526	9765	100.0	100.0
GCA_034296795.1	r3-T14	JAXKRM010000056.1	7757	8680	10281	100.0	100.0
GCA_034296805.1	r3-T14	JAXKRV010000007.1	1	924	10848	100.0	100.0
GCA_034296825.1	r3-T3	JAXKRS010000016.1	50043	51164	108732	100.0	100.0
GCA_034296835.1	r3-T1	JAXKRP010000042.1	2503	3453	8829	100.0	100.0
GCA_034296875.1	r3-T1	JAXKRR010000041.1	7004	7954	8830	100.0	100.0
GCA_034296895.1	r3-T1	JAXKRX010000045.1	1	951	8731	100.0	100.0
GCA_034296915.1	r3-T1	JAXKRU010000043.1	2597	3547	8827	100.0	100.0
GCA_034296945.1	r3-T26	JAXKRY010000064.1	3838	4779	5379	100.0	100.0
GCA_034296945.1	r3-T3	JAXKRY010000009.1	66370	67491	109421	100.0	100.0
GCA_034296955.1	r3-T1	JAXKRW010000040.1	1683	2633	8829	100.0	100.0
GCA_034296995.1	r3-T14	JAXKRZ010000042.1	1	924	9638	100.0	100.0
GCA_034297035.1	r3-T14	JAXKSG010000034.1	1572	2495	38065	100.0	100.0
GCA_034297055.1	r3-T1	JAXKQX010000042.1	5089	6039	8858	100.0	100.0
GCA_034297075.1	r3-T14	JAXKSA010000038.1	7728	8651	13144	100.0	100.0
GCA_034297095.1	r3-T14	JAXKRH010000059.1	7757	8680	10281	100.0	100.0
GCA_034297155.1	r3-T14	JAXKRF010000056.1	7757	8680	10281	100.0	100.0
GCA_034297175.1	r3-T14	JAXKRI010000001.1	19611	20534	282374	100.0	100.0
GCA_034297195.1	r3-T14	JAXKRG010000056.1	7757	8680	10281	100.0	100.0
GCA_034297215.1	r3-T6	JAXKRJ010000052.1	6334	7263	8853	99.89	100.0
GCA_034297235.1	r3-T14	JAXKRK010000057.1	1602	2525	10282	100.0	100.0
GCA_034297265.1	r3-T14	JAXKRL010000058.1	1602	2525	10282	100.0	100.0
GCA_034297275.1	r3-T14	JAXKRO010000038.1	1566	2489	10211	100.0	100.0
GCA_034931785.1	r3-T1	JAYGIW010000032.1	7660	8610	8683	100.0	100.0
GCA_034931785.1	r3-T15	JAYGIW010000071.1	1223	2155	2229	100.0	100.0
GCA_034931785.1	rP-T1	JAYGIW010000040.1	29336	30511	70161	100.0	100.0
GCA_036907395.1	r3-T8	JBALBL010000033.1	4381	5268	9200	100.0	100.0
GCA_037545705.1	r3-T18	JARBXH010000061.1	4005	4955	7999	100.0	100.0
GCA_037545705.1	r3-T28	JARBXH010000071.1	344	1282	4209	100.0	100.0
GCA_037545745.1	r3-T18	JARBXI010000063.1	4005	4955	7999	100.0	100.0
GCA_037545745.1	r3-T28	JARBXI010000075.1	344	1282	4209	100.0	100.0
GCA_037545755.1	r3-T18	JARBXJ010000061.1	4005	4955	7999	100.0	100.0
GCA_037545755.1	r3-T28	JARBXJ010000070.1	344	1282	4209	100.0	100.0
GCA_037545805.1	r3-T18	JARBXK010000089.1	5949	6899	8149	100.0	100.0
GCA_037545805.1	r3-T28	JARBXK010000104.1	3557	4495	4984	100.0	100.0
GCA_039658575.1	r3-T189	JAOAQF010000043.1	9972	10895	11047	99.78	100.0
GCA_039658575.1	r3-T7	JAOAQF010000018.1	10836	12008	55156	100.0	100.0
GCA_039658595.1	r3-T189	JAOAQD010000040.1	8951	9874	11308	99.78	100.0
GCA_039658595.1	r3-T7	JAOAQD010000020.1	10792	11964	55114	100.0	100.0
GCA_039658615.1	r3-T189	JAOAQC010000040.1	9972	10895	11047	99.78	100.0
GCA_039658615.1	r3-T7	JAOAQC010000020.1	7544	8716	51866	100.0	100.0
GCA_039658635.1	r3-T189	JAOAQB010000041.1	8950	9873	11307	99.78	100.0
GCA_039658635.1	r3-T7	JAOAQB010000020.1	43150	44322	55113	100.0	100.0
GCA_039658655.1	r3-T189	JAOAQA010000035.1	9971	10894	11046	99.78	100.0
GCA_039658655.1	r3-T7	JAOAQA010000019.1	7254	8426	51576	100.0	100.0
GCA_039677705.1	r3-T15	JBDJPI010000030.1	1	867	4889	100.0	93.8
GCA_039677705.1	r3-T61	JBDJPI010000031.1	1	873	2583	95.3	93.9
GCA_039677725.1	r3-T15	JBDJPJ010000038.1	4023	4889	4889	100.0	93.8
GCA_039677725.1	r3-T61	JBDJPJ010000040.1	1	873	2583	95.3	93.9
GCA_039677745.1	r3-T13	JBDJPL010000076.1	3065	3994	9264	100.0	100.0
