genoma	gen	gen_contig	gen_ini	gen_fin	contig_len	estado	reps_mismo_contig	dist_min_pb	reps_otros_contigs
GCA_026561495.1	blaOXA-23	DAKMKW010000211.1	27	845	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_026561495.1	blaOXA-23	DAKMKW010000424.1	66	884	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_026561515.1	blaOXA-23	DAKMKV010000129.1	61	879	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_026561515.1	blaOXA-23	DAKMKV010000288.1	66	884	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_026568275.1	blaOXA-23	DAKMXL010000107.1	26	844	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_026568275.1	blaOXA-23	DAKMXL010000240.1	67	885	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_026568295.1	blaOXA-23	DAKMXI010000320.1	27	845	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_026568295.1	blaOXA-23	DAKMXI010000461.1	66	884	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_026568315.1	blaOXA-23	DAKMXJ010000122.1	251	1069	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_026568315.1	blaOXA-23	DAKMXJ010000295.1	68	886	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_026568355.1	blaOXA-23	DAKMXM010000178.1	27	845	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_026568355.1	blaOXA-23	DAKMXM010000449.1	68	886	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_026568375.1	blaOXA-23	DAKMXP010000329.1	32	850	NA	NO_EVALUABLE	-	NA	r3-T26,r3-T3,r3-T85
GCA_026568375.1	blaOXA-23	DAKMXP010000485.1	73	891	NA	NO_EVALUABLE	-	NA	r3-T26,r3-T3,r3-T85
GCA_026568385.1	blaOXA-23	DAKMXN010000218.1	26	844	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_026568385.1	blaOXA-23	DAKMXN010000479.1	67	885	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_026568415.1	blaOXA-23	DAKMXO010000133.1	26	844	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_026568415.1	blaOXA-23	DAKMXO010000384.1	67	885	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_026568455.1	blaOXA-23	DAKMXT010000289.1	78	896	NA	NO_EVALUABLE	-	NA	r3-T26,r3-T3,r3-T85
GCA_026568455.1	blaOXA-23	DAKMXT010000365.1	73	891	NA	NO_EVALUABLE	-	NA	r3-T26,r3-T3,r3-T85
GCA_026568475.1	blaOXA-23	DAKMXS010000232.1	34	852	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_026568475.1	blaOXA-23	DAKMXS010000302.1	75	893	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_026568495.1	blaOXA-23	DAKMXR010000349.1	34	852	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_026568495.1	blaOXA-23	DAKMXR010000441.1	75	893	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_026568515.1	blaOXA-23	DAKMXU010000272.1	34	852	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_026568515.1	blaOXA-23	DAKMXU010000367.1	75	893	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_026568535.1	blaOXA-23	DAKMXV010000250.1	34	852	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_026568535.1	blaOXA-23	DAKMXV010000334.1	68	886	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_026568575.1	blaOXA-23	DAKMXX010000309.1	34	852	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_026568575.1	blaOXA-23	DAKMXX010000397.1	75	893	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_026568595.1	blaOXA-23	DAKMXW010000222.1	34	852	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_026568595.1	blaOXA-23	DAKMXW010000277.1	75	893	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_028402465.1	blaOXA-23	RFFD01000025.1	76090	76908	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_028435975.1	blaOXA-23	JAIEWF010000094.1	768	1586	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T62
GCA_028440015.1	blaOXA-72	JAIEVS010000059.1	9571	10395	16673	COLOCALIZADO	r3-T1,r3-T14	879	r3-T1,r3-T14
GCA_028440075.1	blaOXA-72	JAIEVQ010000081.1	1868	2692	8970	COLOCALIZADO	r3-T1	917	r3-T1,r3-T14
GCA_028440105.1	blaOXA-72	JAIEVO010000073.1	1868	2692	8970	COLOCALIZADO	r3-T1	917	r3-T1,r3-T14
GCA_028440125.1	blaOXA-72	JAIEVN010000068.1	14044	14868	16682	COLOCALIZADO	r3-T1,r3-T14	917	r3-T1,r3-T14
GCA_028440165.1	blaOXA-23	JAIEVL010000019.1	72	890	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T14,rP-T1
GCA_028440225.1	blaOXA-72	JAIEVH010000046.1	1814	2638	8978	COLOCALIZADO	r3-T1	917	r3-T1
GCA_028440245.1	blaOXA-23	JAIEVG010000046.1	768	1586	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T62
GCA_028440255.1	blaOXA-72	JAIEVK010000053.1	9571	10395	16673	COLOCALIZADO	r3-T1,r3-T14	879	r3-T1,r3-T14
GCA_028440325.1	blaOXA-23	JAIEVD010000006.1	27	845	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_028440395.1	blaOXA-23	JAIEVA010000055.1	768	1586	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T62
GCA_028440415.1	blaOXA-23	JAIEUW010000032.1	22661	23479	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T62
GCA_028440605.1	blaOXA-23	JAHUPZ010000085.1	768	1586	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T62
GCA_028440685.1	blaOXA-72	JAHUQB010000179.1	1814	2638	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_029477905.1	blaOXA-23	JAQBHP010000014.1	20778	21596	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_029478065.1	blaOXA-23	JAQBHQ010000136.1	47	865	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_029761775.1	blaOXA-23	JARUPN010000167.1	4653	5471	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T14
GCA_029761785.1	blaOXA-23	JARUPM010000021.1	155	973	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_029955785.1	blaOXA-72	JASBHG010000073.1	5063	5887	7795	COLOCALIZADO	r3-T18	472	r3-T18,r3-T3
GCA_029955865.1	blaOXA-72	JASBHI010000082.1	95	919	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T50
GCA_029956025.1	blaOXA-72	JASBHR010000066.1	18707	19531	19570	COLOCALIZADO	r3-T50	16741	r3-T13,r3-T50
GCA_030016875.1	blaOXA-72	JASDEA010000049.1	5582	6406	7851	COLOCALIZADO	r3-T18	472	r3-T18,r3-T3
GCA_030165035.1	blaOXA-23	JASNGA010000101.1	49	867	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T16,r3-T3,rP-T1
GCA_030550885.1	blaOXA-23	JARCRZ010000066.1	1692	2510	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_030550895.1	blaOXA-23	JARCRY010000067.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_030550955.1	blaOXA-23	JARCSB010000072.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,rP-T1
GCA_030550965.1	blaOXA-23	JARCSC010000107.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T3
GCA_030550975.1	blaOXA-23	JARCSE010000061.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_030551015.1	blaOXA-23	JARCSD010000075.1	1692	2510	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_030551035.1	blaOXA-23	JARCSH010000076.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_030551055.1	blaOXA-23	JARCSG010000073.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T3
GCA_030551065.1	blaOXA-23	JARCSF010000123.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,r3-T3
GCA_030551075.1	blaOXA-23	JARCSA010000070.1	1692	2510	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_030551115.1	blaOXA-23	JARCSJ010000064.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_030551135.1	blaOXA-23	JARCSI010000061.1	1692	2510	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_030551145.1	blaOXA-23	JARCSM010000069.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T3
GCA_030551165.1	blaOXA-23	JARCSK010000065.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_030551215.1	blaOXA-23	JARCSN010000066.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T3
GCA_030551235.1	blaOXA-23	JARCSO010000074.1	1593	2411	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T3
GCA_030755485.1	blaOXA-23	JAUEMZ010000002.1	47	865	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_030755775.1	blaNDM	JAUENO010000111.1	3	809	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_030755775.1	blaOXA-23	JAUENO010000129.1	46	864	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_030755855.1	blaOXA-23	JAUENR010000130.1	8048	8866	NA	NO_EVALUABLE	-	NA	r1-T2
GCA_030755855.1	blaNDM-1	JAUENR010000148.1	113	922	NA	NO_EVALUABLE	-	NA	r1-T2
GCA_030756075.1	blaOXA-23	JAUEOD010000092.1	14422	15240	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_030756135.1	blaOXA-23	JAUEOG010000070.1	62159	62977	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_030756395.1	blaOXA-23	JAUEOT010000159.1	6	824	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_030756425.1	blaNDM-1	JAUEOV010000030.1	7247	8056	NA	NO_EVALUABLE	-	NA	r1-T2
GCA_031100955.1	blaOXA-23	DAPFEG010000012.1	102566	103384	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_031100955.1	blaOXA-23	DAPFEG010000070.1	68	886	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_031100975.1	blaOXA-23	DAPFEH010000002.1	27	845	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_031100975.1	blaOXA-23	DAPFEH010000052.1	68	886	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_034296425.1	blaOXA-23	JAXKSF010000045.1	23409	24227	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034296455.1	blaOXA-23	JAXKQY010000050.1	162	980	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_034296475.1	blaOXA-23	JAXKQU010000015.1	84785	85603	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_034296495.1	blaOXA-23	JAXKQW010000035.1	27682	28500	NA	NO_EVALUABLE	-	NA	r3-T3
GCA_034296515.1	blaOXA-23	JAXKRA010000050.1	162	980	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_034296535.1	blaOXA-23	JAXKRC010000027.1	155	973	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034296555.1	blaOXA-23	JAXKQZ010000050.1	162	980	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_034296575.1	blaOXA-23	JAXKRE010000045.1	154	972	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034296605.1	blaOXA-23	JAXKSE010000042.1	23500	24318	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034296615.1	blaOXA-23	JAXKSB010000037.1	27557	28375	NA	NO_EVALUABLE	-	NA	r3-T3,r3-T6
GCA_034296625.1	blaOXA-23	JAXKSC010000044.1	123	941	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034296675.1	blaOXA-23	JAXKQQ010000030.1	27684	28502	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034296695.1	blaOXA-23	JAXKRN010000013.1	107233	108051	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034296705.1	blaOXA-23	JAXKQS010000030.1	27683	28501	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034296735.1	blaOXA-23	JAXKQT010000014.1	107544	108362	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034296755.1	blaOXA-23	JAXKRQ010000030.1	27649	28467	NA	NO_EVALUABLE	-	NA	r3-T3
GCA_034296765.1	blaOXA-23	JAXKQR010000028.1	154	972	NA	NO_EVALUABLE	-	NA	r1-T22,r3-T14
GCA_034296795.1	blaOXA-23	JAXKRM010000044.1	155	973	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034296805.1	blaOXA-23	JAXKRV010000001.1	1732160	1732978	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034296825.1	blaOXA-23	JAXKRS010000036.1	336	1154	NA	NO_EVALUABLE	-	NA	r3-T3
GCA_034296835.1	blaOXA-23	JAXKRP010000049.1	137	955	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_034296875.1	blaOXA-23	JAXKRR010000046.1	1710	2528	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_034296895.1	blaOXA-23	JAXKRX010000058.1	35	853	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_034296915.1	blaOXA-23	JAXKRU010000049.1	124	942	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_034296925.1	blaOXA-23	JAXKRT010000016.1	124	942	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_034296945.1	blaOXA-23	JAXKRY010000018.1	124	942	NA	NO_EVALUABLE	-	NA	r3-T26,r3-T3
GCA_034296955.1	blaOXA-23	JAXKRW010000045.1	139	957	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_034296995.1	blaOXA-23	JAXKRZ010000033.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034297015.1	blaOXA-23	JAXKQV010000051.1	162	980	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_034297035.1	blaOXA-23	JAXKSG010000044.1	124	942	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034297055.1	blaOXA-23	JAXKQX010000050.1	1720	2538	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_034297075.1	blaOXA-23	JAXKSA010000032.1	348	1166	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034297095.1	blaOXA-23	JAXKRH010000045.1	23531	24349	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034297115.1	blaOXA-23	JAXKRD010000050.1	1720	2538	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_034297135.1	blaOXA-23	JAXKRB010000050.1	162	980	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_034297155.1	blaOXA-23	JAXKRF010000043.1	23531	24349	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034297175.1	blaOXA-23	JAXKRI010000044.1	23531	24349	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034297195.1	blaOXA-23	JAXKRG010000043.1	23531	24349	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034297215.1	blaOXA-23	JAXKRJ010000039.1	155	973	NA	NO_EVALUABLE	-	NA	r3-T6
GCA_034297235.1	blaOXA-23	JAXKRK010000045.1	154	972	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034297265.1	blaOXA-23	JAXKRL010000044.1	23531	24349	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034297275.1	blaOXA-23	JAXKRO010000042.1	5287	6105	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_034931785.1	blaNDM-1	JAYGIW010000015.1	2121	2930	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,rP-T1
GCA_034931785.1	blaOXA-23	JAYGIW010000044.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15,rP-T1
GCA_036533995.1	blaOXA-23	JATAYA010000045.1	153	971	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_037545705.1	blaOXA-72	JARBXH010000061.1	2709	3533	7999	COLOCALIZADO	r3-T18	472	r3-T18,r3-T28
GCA_037545745.1	blaOXA-72	JARBXI010000063.1	2709	3533	7999	COLOCALIZADO	r3-T18	472	r3-T18,r3-T28
GCA_037545755.1	blaOXA-72	JARBXJ010000061.1	2709	3533	7999	COLOCALIZADO	r3-T18	472	r3-T18,r3-T28
GCA_039677705.1	blaNDM-1	JBDJPI010000041.1	26658	27467	NA	NO_EVALUABLE	-	NA	r3-T15,r3-T61
GCA_039677705.1	blaOXA-58	JBDJPI010000041.1	103234	104073	NA	NO_EVALUABLE	-	NA	r3-T15,r3-T61
GCA_039677725.1	blaNDM-1	JBDJPJ010000056.1	26658	27467	NA	NO_EVALUABLE	-	NA	r3-T15,r3-T61
GCA_039677725.1	blaOXA-58	JBDJPJ010000056.1	103232	104071	NA	NO_EVALUABLE	-	NA	r3-T15,r3-T61
GCA_039677745.1	blaNDM	JBDJPL010000096.1	2	790	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T3
GCA_039677745.1	blaOXA-58	JBDJPL010000123.1	167	1006	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T3
GCA_039677765.1	blaNDM-1	JBDJPK010000039.1	26658	27467	NA	NO_EVALUABLE	-	NA	r3-T15,r3-T61
GCA_039677765.1	blaOXA-58	JBDJPK010000039.1	103232	104071	NA	NO_EVALUABLE	-	NA	r3-T15,r3-T61
GCA_040151215.1	blaIMP-1	JBEFKP010000043.1	765	1502	NA	NO_EVALUABLE	-	NA	r3-T3,r3-T55,r3-T6
GCA_040151215.1	blaOXA-58	JBEFKP010000058.1	31	870	NA	NO_EVALUABLE	-	NA	r3-T3,r3-T55,r3-T6
GCA_040223795.1	blaOXA-23	JBEHDS010000016.1	76863	77681	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_040223815.1	blaOXA-23	JBEHDT010000053.1	102	920	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_040239585.1	blaOXA-23	JBEIBT010000051.1	22355	23173	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_041501475.1	blaNDM-1	CP167772.1	94	903	NA	NO_EVALUABLE	-	NA	r3-T5,r3-T7
GCA_041927285.1	blaNDM-1	CP169298.1	2311789	2312598	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_041927285.1	blaOXA-23	CP169298.1	3571536	3572354	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_042142835.1	blaOXA-23	CP169809.1	3440780	3441598	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_042153585.1	blaOXA-23	CP169872.1	571341	572159	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_042862905.1	blaOXA-23	JAUTIK010000013.1	134190	135008	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_042862925.1	blaOXA-23	JAUTWT010000045.1	153	971	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_042862965.1	blaOXA-23	JAUTIL010000049.1	22839	23657	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_042863085.1	blaOXA-23	JAUTIM010000047.1	152	970	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_042938265.1	blaOXA-23	DAXTPX010000078.1	25	843	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T13
GCA_042938265.1	blaOXA-23	DAXTPX010000115.1	66	884	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T13
GCA_042939275.1	blaOXA-23	DAXTRV010000044.1	26	844	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_042939275.1	blaOXA-23	DAXTRV010000141.1	67	885	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_045066255.1	blaOXA-58	JBDGHC010000076.1	18	857	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T32,r3-T36,r3-T68
GCA_048067285.1	blaOXA-23	CP179705.1	249230	250048	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_048067285.1	blaOXA-23	CP179705.1	3804262	3805080	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_048067295.1	blaOXA-23	CP179707.1	233966	234784	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_048067295.1	blaOXA-23	CP179707.1	3732540	3733358	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_048067305.1	blaOXA-23	CP179702.1	241156	241974	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_048067305.1	blaOXA-23	CP179702.1	3857991	3858809	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_048069565.1	blaOXA-23	CP179709.1	249231	250049	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_048069565.1	blaOXA-23	CP179709.1	3797938	3798756	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_048480215.1	blaOXA-23	CP179699.1	241156	241974	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_048480215.1	blaOXA-23	CP179699.1	3858971	3859789	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_049706335.1	blaOXA-23	JBMPIB010000028.1	27633	28451	NA	SIN_REP_EN_GENOMA	-	NA	-
GCA_050030175.1	blaOXA-23	CP179696.1	241155	241973	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_050030175.1	blaOXA-23	CP179696.1	3858961	3859779	NA	NO_EVALUABLE	-	NA	r3-T1,r3-T15
GCA_050030185.1	blaOXA-23	CP179694.1	3508208	3509026	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_050030675.1	blaOXA-23	CP179692.1	234011	234829	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_050030675.1	blaOXA-23	CP179692.1	3755370	3756188	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_050269755.1	blaOXA-23	CP189873.1	20071	20889	71980	COLOCALIZADO	rP-T1	11994	r3-T11,r3-T26,rP-T1
GCA_050896615.1	blaOXA-23	JBPBDI010000040.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T13,rP-T1
GCA_050896775.1	blaOXA-58	JBPBDN010000097.1	18	857	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T18
GCA_050896815.1	blaOXA-23	JBPBDR010000066.1	7957	8775	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T80,rP-T1
GCA_050896855.1	blaOXA-23	JBPBDQ010000161.1	39	857	NA	NO_EVALUABLE	-	NA	r3-T13,rP-T1
GCA_050896895.1	blaOXA-58	JBPBDS010000118.1	31	870	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T34
GCA_050897015.1	blaOXA-58	JBPBDV010000091.1	31	870	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_050897035.1	blaOXA-58	JBPBDW010000068.1	18	857	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T34
GCA_050897095.1	blaOXA-58	JBPBDF010000100.1	31	870	NA	NO_EVALUABLE	-	NA	r3-T14,r3-T159,r3-T18
GCA_050897215.1	blaOXA-23	JBPBDH010000043.1	28	846	NA	NO_EVALUABLE	-	NA	r3-T13,rP-T1
GCA_050897235.1	blaNDM-1	JBPBDE010000032.1	33777	34586	NA	NO_EVALUABLE	-	NA	r3-T2
GCA_050897275.1	blaOXA-23	JBPBDA010000048.1	10941	11759	NA	NO_EVALUABLE	-	NA	r3-T13,rP-T1
GCA_050897395.1	blaOXA-58	JBPBEC010000075.1	31	870	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_050897475.1	blaOXA-23	JBPBED010000010.1	160	978	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T14
GCA_050897555.1	blaOXA-23	JBPBEE010000013.1	72	890	NA	NO_EVALUABLE	-	NA	r3-T13,r3-T14
GCA_050897595.1	blaOXA-58	JBPBEH010000078.1	31	870	NA	NO_EVALUABLE	-	NA	r3-T14
GCA_050897675.1	blaOXA-23	JBPBEI010000070.1	10963	11781	NA	NO_EVALUABLE	-	NA	r3-T13,rP-T1
GCA_051169065.1	blaOXA-23	JBEQCV010000063.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169085.1	blaOXA-23	JBEQCW010000063.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169105.1	blaOXA-23	JBEQCX010000030.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169125.1	blaOXA-23	JBEQCY010000060.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169155.1	blaOXA-23	JBEQCZ010000056.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169175.1	blaOXA-23	JBEQDA010000067.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169195.1	blaOXA-23	JBEQDB010000064.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169215.1	blaOXA-23	JBEQDC010000010.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169235.1	blaOXA-23	JBEQDD010000067.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169255.1	blaOXA-23	JBEQDE010000056.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169275.1	blaOXA-23	JBEQDF010000060.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169295.1	blaOXA-23	JBEQDG010000062.1	83	901	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169315.1	blaOXA-23	JBEQDI010000079.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169335.1	blaOXA-23	JBEQDH010000068.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169355.1	blaOXA-23	JBEQDJ010000061.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169375.1	blaOXA-23	JBEQDL010000048.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169395.1	blaOXA-23	JBEQDK010000068.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169415.1	blaOXA-23	JBEQDM010000060.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169435.1	blaOXA-23	JBEQDO010000076.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169445.1	blaOXA-23	JBEQDN010000061.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169475.1	blaOXA-23	JBEQDP010000033.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169495.1	blaOXA-23	JBEQDQ010000046.1	67	885	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169515.1	blaOXA-23	JBEQDR010000038.1	1613	2431	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169535.1	blaOXA-23	JBEQDS010000025.1	1612	2430	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169555.1	blaOXA-23	JBEQDV010000057.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169575.1	blaOXA-23	JBEQDT010000072.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1,rP-T1
GCA_051169595.1	blaOXA-23	JBEQDU010000067.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169615.1	blaOXA-23	JBEQDY010000064.1	55	873	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169635.1	blaOXA-23	JBEQDW010000052.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
GCA_051169655.1	blaOXA-23	JBEQDX010000065.1	54	872	NA	NO_EVALUABLE	-	NA	r3-T1
