ID	pais	anio	ST	KL	bioproject	portador_oxa72
GCA_052492835.1	Brasil	2022	ST2	KL7	PRJNA1311549	no
GCA_052492855.1	Brasil	2023	ST2	KL7	PRJNA1311549	no
GCA_052545275.1	Brasil	2023	ST2	KL7	PRJNA1311549	no
GCA_053309335.1	Brasil	2020	ST15	KL81	PRJNA1348140	no
GCA_053320195.1	Peru	2024	ST2	KL9	PRJNA1339005	si
GCA_053320235.1	Peru	2024	ST2	KL2	PRJNA1339005	si
GCA_053320255.1	Peru	2024	ST79	KL13	PRJNA1339005	no
GCA_053320275.1	Peru	2024	ST2	KL2	PRJNA1339005	si
GCA_053320295.1	Peru	2024	ST2	KL9	PRJNA1339005	si
GCA_053320315.1	Peru	2024	ST2	KL2	PRJNA1339005	si
GCA_053320335.1	Peru	2023	ST2	KL2	PRJNA1339005	si
GCA_053320355.1	Peru	2023	ST2	KL9	PRJNA1339005	si
GCA_053320375.1	Peru	2023	ST2	KL9	PRJNA1339005	si
GCA_053320395.1	Peru	2023	ST2	KL9	PRJNA1339005	si
GCA_053320415.1	Peru	2023	ST2	KL2	PRJNA1339005	si
GCA_053320435.1	Peru	2024	ST1079	KL107	PRJNA1339005	no
GCA_053320455.1	Peru	2024	ST2	KL9	PRJNA1339005	si
GCA_053373735.1	Peru	2024	ST2	KL2	PRJNA1339005	si
GCA_053373755.1	Peru	2024	ST2	KL2	PRJNA1339005	si
GCA_053373775.1	Peru	2024	ST2	KL9	PRJNA1339005	si
GCA_053373795.1	Peru	2024	ST79	KL13	PRJNA1339005	no
GCA_053373815.1	Peru	2024	ST1079	KL107	PRJNA1339005	no
GCA_053373835.1	Peru	2024	ST1079	KL107	PRJNA1339005	no
GCA_053819165.1	Bolivia	2016	ST25	KL22	PRJNA1369536	no
GCA_053819305.1	Argentina	NA	ST991	KL81	PRJNA1369536	no
GCA_053819325.1	Argentina	NA	ST25	KL9	PRJNA1369536	no
GCA_053819345.1	Bolivia	2016	ST25	KL49	PRJNA1369536	no
GCA_054458955.1	Chile	2021	ST15	KL22	PRJNA723341	no
GCA_054458975.1	Chile	2021	ST15	KL22	PRJNA723341	no
GCA_054458995.1	Chile	2022	ST15	KL22	PRJNA723341	no
GCA_055403185.1	Brasil	2022	ST15	KL9	PRJNA1420207	no
GCA_055403225.1	Brasil	2022	ST15	KL9	PRJNA1420207	no
GCA_055403245.1	Brasil	2021	ST986	KL18	PRJNA1420207	no
GCA_055403305.1	Brasil	2023	ST2	KL7	PRJNA1420207	no
GCA_055403365.1	Brasil	2022	ST25	KL14	PRJNA1420207	no
GCA_055403405.1	Brasil	2022	ST2	KL56	PRJNA1420207	no
GCA_055403465.1	Brasil	2022	ST15	KL9	PRJNA1420207	no
GCA_055403485.1	Brasil	2022	ST15	KL9	PRJNA1420207	no
GCA_055403505.1	Brasil	2022	ST15	KL9	PRJNA1420207	no
GCA_055403515.1	Brasil	2022	ST15	KL9	PRJNA1420207	no
GCA_055403605.1	Brasil	2021	ST79	KL33	PRJNA1420207	no
GCA_055403625.1	Brasil	2022	ST15	KL9	PRJNA1420207	no
GCA_055403665.1	Brasil	2022	ST15	KL9	PRJNA1420207	no
GCA_055403715.1	Brasil	2023	ST79	KL210	PRJNA1420207	no
GCA_055404845.1	Brasil	2021	ST79	KL9	PRJNA1420207	no
GCA_055405025.1	Brasil	2019	ST-	KL48	PRJNA1420207	no
GCA_055405425.1	Brasil	2021	ST2	KL7	PRJNA1420207	no
GCA_055405505.1	Brasil	2021	ST2	KL56	PRJNA1420207	no
GCA_055405585.1	Brasil	2021	ST15	KL81	PRJNA1420207	no
GCA_055405785.1	Brasil	2022	ST1448	KL14	PRJNA1420207	no
GCA_055405925.1	Brasil	2019	ST15	KL81	PRJNA1420207	no
GCA_055521135.1	Brasil	2021	ST162	KL19	PRJNA1415282	no
GCA_055521155.1	Brasil	2021	ST15	KL167	PRJNA1415308	no
GCA_055521185.1	Brasil	2021	ST2	KL7	PRJNA1415317	no
GCA_055521205.1	Brasil	2021	ST2	KL7	PRJNA1415314	no
GCA_055521235.1	Brasil	2021	ST162	KL19	PRJNA1415320	no
GCA_055521255.1	Brasil	2021	ST-	KL9	PRJNA1415326	no
GCA_055521295.1	Brasil	2021	ST193	KL92	PRJNA1415328	no
GCA_055521315.1	Brasil	2021	ST2	KL7	PRJNA1415331	no
GCA_055521335.1	Brasil	2021	ST1	KL17	PRJNA1415333	no
GCA_055521355.1	Brasil	2021	ST2	KL56	PRJNA1415334	no
GCA_055521375.1	Brasil	2021	ST2	KL7	PRJNA1415335	no
GCA_055521395.1	Brasil	2021	ST1	KL17	PRJNA1415336	no
GCA_055521415.1	Brasil	2021	ST-	KL77	PRJNA1415338	no
GCA_055521435.1	Brasil	2021	ST143	KL7	PRJNA1415340	no
GCA_057186615.1	Chile	2022	ST318	KL22	PRJNA962904	no
GCA_057186955.1	Chile	2022	ST1	KL1	PRJNA962904	no
GCA_057205515.1	Chile	2022	ST318	KL22	PRJNA962904	no
GCA_057211905.1	Chile	2022	ST1	KL1	PRJNA962904	no
GCA_058313035.1	Brasil	2023	ST15	KL81	PRJNA1477026	no
GCA_058666895.1	Brasil	2023	ST188	KL27	PRJNA1477026	no
GCA_058666915.1	Brasil	2023	ST15	KL81	PRJNA1477026	no
GCA_058666955.1	Brasil	2023	ST2	KL56	PRJNA1477026	no
GCA_058666975.1	Brasil	2023	ST2	KL56	PRJNA1477026	no
GCA_058667035.1	Brasil	2023	ST2	KL56	PRJNA1477026	no
GCA_058667075.1	Brasil	2023	ST25	KL22	PRJNA1477026	no
GCA_058667095.1	Brasil	2023	ST15	KL167	PRJNA1477026	no
GCA_058667155.1	Brasil	2023	ST188	KL27	PRJNA1477026	no
GCA_058667175.1	Brasil	2023	ST2	KL56	PRJNA1477026	no
GCA_058667195.1	Brasil	2023	ST2742	KL14	PRJNA1477026	no
GCA_058672075.1	Brasil	2023	ST2742	KL14	PRJNA1477026	no
GCA_058672095.1	Brasil	2023	ST-	KL27	PRJNA1477026	no
GCA_058672115.1	Brasil	2023	ST231	KL17	PRJNA1477026	no
GCA_058672145.1	Brasil	2023	ST2742	KL14	PRJNA1477026	no
GCA_058672235.1	Brasil	2023	ST15	KL81	PRJNA1477026	no
GCA_058672295.1	Brasil	2023	ST2	KL7	PRJNA1477026	no
GCA_058672335.1	Brasil	2023	ST-	KL9	PRJNA1477026	no
GCA_058672355.1	Brasil	2023	ST188	KL33	PRJNA1477026	no
GCA_058672415.1	Brasil	2023	ST2	KL56	PRJNA1477026	no
GCA_058672435.1	Brasil	2023	ST2	KL7	PRJNA1477026	no
GCA_058672455.1	Brasil	2023	ST231	KL17	PRJNA1477026	no
GCA_058672535.1	Brasil	2023	ST2	KL9	PRJNA1477026	no
GCA_058672555.1	Brasil	2023	ST1	KL17	PRJNA1477026	no
GCA_058672575.1	Brasil	2023	ST1	KL17	PRJNA1477026	no
GCA_058672635.1	Brasil	2023	ST2	KL7	PRJNA1477026	no
GCA_058672675.1	Brasil	2023	ST2742	KL9	PRJNA1477026	no
GCA_058672695.1	Brasil	2023	ST2	KL56	PRJNA1477026	no
GCA_058672735.1	Brasil	2023	ST15	KL81	PRJNA1477026	no
GCA_058672755.1	Brasil	2023	ST2	KL7	PRJNA1477026	no
GCA_058672775.1	Brasil	2023	ST2	KL7	PRJNA1477026	no
GCA_058672875.1	Brasil	2023	ST2742	KL9	PRJNA1477026	no
GCA_058672895.1	Brasil	2023	ST2742	KL9	PRJNA1477026	no
GCA_058672975.1	Brasil	2023	ST2	KL9	PRJNA1477026	no
GCA_058673035.1	Brasil	2023	ST1	KL17	PRJNA1477026	no
GCA_058673075.1	Brasil	2023	ST216	KL81	PRJNA1477026	no
GCA_058673135.1	Brasil	2023	ST-	KL106	PRJNA1477026	no
GCA_058673155.1	Brasil	2023	ST2	KL56	PRJNA1477026	no
GCA_058673175.1	Brasil	2023	ST729	KL6	PRJNA1477026	no
GCA_058673275.1	Brasil	2023	ST2742	KL22	PRJNA1477026	no
GCA_058673285.1	Brasil	2023	ST2742	KL22	PRJNA1477026	no
GCA_058673315.1	Brasil	2023	ST2	KL7	PRJNA1477026	no
GCA_058673385.1	Brasil	2023	ST2742	KL22	PRJNA1477026	no
GCA_059036965.1	Argentina	NA	ST1	KL1	PRJNA1404816	no
GCA_059040385.1	Argentina	1993	ST15	KL77	PRJNA1404816	no
GCA_059040405.1	Argentina	1994	ST15	KL77	PRJNA1404816	no
GCA_059040425.1	Argentina	1994	ST15	KL77	PRJNA1404816	no
GCA_059040505.1	Argentina	1994	ST15	KL77	PRJNA1404816	no
GCA_059041325.1	Argentina	1998	ST79	KL77	PRJNA1404816	no
GCA_059041335.1	Argentina	1998	ST79	KL77	PRJNA1404816	no
GCA_059041385.1	Argentina	NA	ST79	KL49	PRJNA1404816	no
GCA_900519195.1	Venezuela	2016	ST2	KL16	PRJEB26670	no
SRR35795686	Colombia	2019	ST345	KL54	PRJNA1322038	no
SRR37377127	Peru	2012	ST158	KL6	PRJNA1015678	no
SRR37377138	Peru	2013	ST158	KL6	PRJNA1015678	no
SRR37377149	Peru	2016	ST158	KL6	PRJNA1015678	no
SRR37377150	Peru	2016	ST158	KL6	PRJNA1015678	no
